Site Code,Direction,Posted Speed,Month,Days of Data,Observed Vehicles, 0 to 5 MPH Vehicle Count,5 to 10 MPH Vehicle Count,10 to 15 MPH Vehicle Count,15 to 20 MPH Vehicle Count,20 to 25 MPH Vehicle Count,25 to 30 MPH Vehicle Count,30 to 35 MPH Vehicle Count,35 to 40 MPH Vehicle Count,40 to 45 MPH Vehicle Count,45 to 50 MPH Vehicle Count,50 to 55 MPH Vehicle Count,55 to 60 MPH Vehicle Count,60 to 65 MPH Vehicle Count,65 to 70 MPH Vehicle Count,70 to 75 MPH Vehicle Count,75 to 80 MPH Vehicle Count,80 to 85 MPH Vehicle Count,85 to 90 MPH Vehicle Count,90 to 95 MPH Vehicle Count,Average Speed,Percent >= 5 MPH Over Limit,Percent >= 10 MPH Over Limit,>=5 MPH Over Limit Peak Hour,>=10 MPH Over Limit Peak Hour,85th Percentile Speed
D13,EB,60,Jul,31,"7,844",0,2,2,5,5,25,58,153,668,"1,781","2,610","1,692",558,180,49,35,12,7,2,52,3.6%,1.3%,1500 - 1600,1700 - 1800,59
D13,WB,60,Jul,31,"723,313",404,554,119,14,12,18,94,773,"6,620","37,887","159,680","263,235","182,551","55,120","11,548","3,070","1,007",413,194,58,9.9%,2.2%,1700 - 1800,1800 - 1900,64
D13,EB,60,Aug,29,"7,052",0,1,5,4,14,12,41,142,616,"1,635","2,361","1,441",530,149,54,27,14,3,3,52,3.5%,1.4%,1700 - 1800,1700 - 1800,59
D13,WB,60,Aug,29,"704,590",408,531,139,30,45,52,166,944,"7,510","41,261","165,672","257,431","168,108","48,236","10,030","2,629",869,348,181,58,8.8%,2.0%,1800 - 1900,1800 - 1900,64
D13,EB,60,Sep,15,"3,973",0,1,1,4,2,5,22,89,397,933,"1,377",754,255,84,32,10,4,2,1,52,3.3%,1.2%,1800 - 1900,1800 - 1900,59
D13,WB,60,Sep,15,"362,210",252,361,71,11,3,16,122,872,"6,364","32,857","98,252","122,343","73,467","21,233","4,230","1,185",353,136,82,57,7.5%,1.7%,1700 - 1800,1700 - 1800,63
D14,NB,60,Jul,31,"691,999",144,175,50,5,7,5,9,57,233,"1,907","16,089","91,060","209,274","230,291","96,171","34,353","7,592","3,626",951,66,53.9%,20.6%,0600 - 0700,0600 - 0700,72
D14,SB,60,Jul,31,"701,798",130,202,60,28,37,33,53,182,"1,055","5,847","32,734","122,863","233,204","176,917","87,307","30,062","7,964","2,318",802,65,43.5%,18.3%,1500 - 1600,1600 - 1700,71
D14,NB,60,Aug,30,"680,858",132,196,61,30,24,28,38,74,319,"2,165","17,427","93,590","206,353","223,154","92,764","32,829","7,450","3,348",876,66,52.9%,20.2%,0600 - 0700,0600 - 0700,72
D14,SB,60,Aug,30,"708,402",140,205,91,52,61,83,154,421,"1,637","6,611","34,465","123,596","234,598","176,470","88,358","30,583","7,846","2,260",771,64,43.2%,18.3%,1600 - 1700,1600 - 1700,71
D14,NB,60,Sep,28,"644,049",112,145,32,12,6,5,20,83,427,"2,609","19,746","98,721","211,792","189,143","87,340","24,144","6,623","2,290",799,65,48.2%,18.8%,0700 - 0800,0700 - 0800,71
D14,SB,60,Sep,28,"664,196",111,195,60,31,39,77,152,367,"1,578","7,887","38,404","125,778","212,484","165,582","76,685","26,042","6,241","1,882",601,64,41.7%,16.8%,1500 - 1600,1600 - 1700,71
D3,EB,60,Jul,30,"1,320,093",109,"1,432","4,633","9,543","14,565","17,436","16,252","12,787","10,559","12,732","42,348","193,597","439,693","377,558","131,908","27,021","5,435","1,528",957,62,41.2%,12.6%,1800 - 1900,1800 - 1900,70
D3,WB,60,Jul,30,"1,322,101",188,"1,671","1,693","1,606","1,438","1,392","1,427","1,574","1,997","3,932","19,586","117,433","374,252","453,926","247,718","72,028","14,463","3,740","2,037",66,60.0%,25.7%,1500 - 1600,1800 - 1900,73
D3,EB,60,Aug,28,"1,242,366",64,971,"2,865","5,850","9,786","11,856","12,676","11,175","9,908","13,403","43,334","186,807","418,082","357,215","125,685","25,365","5,034","1,424",866,62,41.5%,12.7%,1800 - 1900,1800 - 1900,70
D3,WB,60,Aug,28,"1,233,172",98,830,"1,007","1,025","1,011",946,"1,115","1,363","1,767","3,773","17,730","105,870","346,717","425,839","234,650","69,592","14,231","3,614","1,994",67,60.8%,26.3%,1500 - 1600,1800 - 1900,73
D3,EB,60,Sep,19,"822,333",32,"1,006","4,030","8,337","13,484","15,771","14,804","12,666","10,489","12,385","36,342","131,377","260,659","210,233","71,883","14,621","2,941",794,479,60,36.6%,11.0%,1800 - 1900,1800 - 1900,69
D3,WB,60,Sep,19,"792,460",308,"1,430",973,741,689,609,581,908,"1,204","2,770","13,646","74,874","224,095","268,078","144,965","43,867","9,319","2,213","1,190",66,59.3%,25.4%,1600 - 1700,1700 - 1800,73
P01,EB,60,Jul,31,"416,806",93,140,102,47,18,15,37,165,"1,038","5,838","27,784","93,581","180,831","88,973","14,941","2,556",488,116,43,62,25.7%,4.4%,1700 - 1800,1900 - 2000,67
P01,WB,60,Jul,31,"408,268",81,118,71,24,16,25,137,517,"1,886","4,167","16,375","83,255","190,688","95,881","12,863","1,700",340,90,34,62,27.2%,3.7%,1700 - 1800,1800 - 1900,68
P01,EB,60,Aug,29,"387,599",89,163,111,39,13,19,34,244,"1,196","6,226","28,111","88,364","164,663","81,517","14,005","2,191",439,120,55,62,25.4%,4.3%,1600 - 1700,1800 - 1900,67
P01,WB,60,Aug,29,"385,745",87,121,65,21,10,62,154,504,"1,849","3,981","14,663","74,188","178,110","95,475","13,958","1,949",396,106,46,63,29.0%,4.3%,1700 - 1800,1800 - 1900,68
P01,EB,60,Sep,30,"367,492",89,128,81,29,15,11,50,244,"1,065","5,015","23,610","81,493","161,032","79,345","12,756","1,971",406,113,39,62,25.8%,4.2%,1600 - 1700,1600 - 1700,67
P01,WB,60,Sep,30,"364,373",80,117,64,18,13,60,145,429,"1,640","3,554","12,177","65,740","168,861","94,813","14,313","1,873",352,94,30,63,30.6%,4.6%,1600 - 1700,1500 - 1600,68
P02,EB,65,Jul,31,"16,014",0,1,20,57,68,95,198,131,34,29,135,578,"2,066","4,942","4,555","1,991",729,263,122,69,47.8%,19.4%,1600 - 1700,1700 - 1800,77
P02,WB,65,Jul,31,"16,440",0,3,2,15,45,104,165,272,206,102,262,"1,078","3,634","5,970","3,349",870,239,92,32,66,27.9%,7.5%,1100 - 1200,1200 - 1300,73
P02,EB,65,Aug,29,"14,454",0,1,11,99,81,96,201,129,33,42,138,472,"1,789","4,492","4,174","1,719",646,258,73,68,47.5%,18.7%,1600 - 1700,1600 - 1700,77
P02,WB,65,Aug,29,"14,564",0,2,2,10,53,80,166,250,174,115,228,839,"3,098","5,289","3,097",811,248,67,35,66,29.2%,8.0%,1200 - 1300,1100 - 1200,73
P02,EB,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P02,WB,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P03,NB,55,Jul,31,"187,372",0,1,1,5,6,21,50,260,667,"2,660","11,749","55,237","71,018","33,062","9,398","2,273",604,193,167,62,62.3%,24.4%,1600 - 1700,1600 - 1700,68
P03,SB,55,Jul,31,"177,054",0,0,2,12,9,20,112,278,962,"3,223","11,374","50,502","66,654","32,026","8,863","2,148",553,159,157,62,62.4%,24.8%,1500 - 1600,1600 - 1700,68
P03,NB,55,Aug,29,"186,485",0,0,0,4,8,28,68,178,678,"2,354","11,518","54,762","70,639","33,176","9,746","2,396",582,174,174,62,62.7%,24.8%,1600 - 1700,1600 - 1700,68
P03,SB,55,Aug,29,"183,997",0,0,1,15,11,24,72,213,819,"3,135","11,806","53,231","69,495","32,985","9,161","2,177",568,150,134,62,62.3%,24.6%,1500 - 1600,1500 - 1600,68
P03,NB,55,Sep,30,"207,829",0,0,0,6,20,54,116,348,892,"2,784","12,907","61,566","79,088","36,376","10,301","2,413",623,159,176,62,62.1%,24.1%,1600 - 1700,1600 - 1700,68
P03,SB,55,Sep,30,"201,530",0,0,3,10,19,105,445,351,938,"3,394","13,330","58,010","75,948","36,076","9,704","2,286",577,154,180,62,62.0%,24.3%,1500 - 1600,1500 - 1600,68
P04,NB,70,Jul,31,"560,762",0,0,0,6,10,5,2,21,52,223,"1,814","14,624","72,261","133,852","213,246","107,018","14,889","2,025",714,71,22.2%,3.1%,1700 - 1800,1800 - 1900,77
P04,SB,70,Jul,31,"588,647",0,0,0,4,21,87,329,473,254,382,"1,869","14,237","64,888","121,023","228,181","134,658","19,252","2,375",614,71,26.7%,3.8%,0700 - 0800,1700 - 1800,78
P04,NB,70,Aug,30,"554,944",2,134,242,223,106,41,38,51,194,380,"2,549","19,253","77,167","133,123","205,665","98,855","13,867","2,091",963,70,20.9%,3.0%,1700 - 1800,1800 - 1900,77
P04,SB,70,Aug,30,"580,724",0,0,1,7,15,29,63,79,138,364,"2,168","15,019","67,434","123,731","220,641","129,153","19,017","2,256",609,71,26.0%,3.8%,1600 - 1700,1700 - 1800,77
P04,NB,70,Sep,30,"547,905",0,2,15,12,12,10,13,86,442,348,"2,480","19,399","76,431","133,556","203,441","95,047","13,429","2,040","1,142",70,20.4%,3.0%,1700 - 1800,1800 - 1900,77
P04,SB,70,Sep,30,"574,073",0,9,49,93,100,123,112,96,127,369,"2,378","16,903","70,023","123,572","215,120","124,006","18,265","2,159",569,71,25.3%,3.7%,1600 - 1700,1700 - 1800,77
P05,EB,60,Jul,31,"36,142",0,0,0,2,5,13,33,53,71,275,"1,446","6,348","15,373","10,176","1,793",376,111,39,28,63,34.6%,6.5%,1500 - 1600,1700 - 1800,68
P05,WB,60,Jul,31,"37,072",0,1,0,14,30,19,29,56,172,811,"3,420","8,877","14,905","7,487","1,013",177,40,18,3,61,23.6%,3.4%,1700 - 1800,1700 - 1800,67
P05,EB,60,Aug,30,"34,507",0,0,1,26,10,14,23,68,142,436,"1,895","6,783","13,920","9,045","1,611",380,102,29,22,63,32.4%,6.2%,1500 - 1600,1100 - 1200,68
P05,WB,60,Aug,30,"35,286",0,0,1,12,19,38,45,51,143,671,"3,194","8,315","14,434","7,224",945,153,35,4,2,61,23.7%,3.2%,1700 - 1800,1600 - 1700,67
P05,EB,60,Sep,30,"31,145",0,0,1,7,8,14,33,62,86,298,"1,369","5,522","13,328","8,394","1,536",342,91,33,21,63,33.4%,6.5%,1400 - 1500,1500 - 1600,68
P05,WB,60,Sep,30,"31,996",0,0,1,11,29,23,63,63,173,732,"3,071","7,756","12,531","6,507",881,115,27,5,8,61,23.6%,3.2%,1600 - 1700,1700 - 1800,67
P06,EB,60,Jul,31,"666,497",41,313,486,494,277,96,61,102,388,"2,921","24,316","122,405","227,737","186,562","76,669","17,949","3,946","1,070",664,64,43.0%,15.0%,1700 - 1800,1700 - 1800,70
P06,WB,60,Jul,31,"700,905",0,1,10,41,169,127,33,35,130,785,"7,216","54,813","183,678","224,287","154,571","58,427","12,736","2,615","1,231",68,64.8%,32.8%,1500 - 1600,1700 - 1800,74
P06,EB,60,Aug,30,"649,851",29,184,82,112,74,87,136,160,457,"3,517","26,571","121,773","219,025","178,751","75,210","17,982","3,998","1,087",616,64,42.7%,15.2%,1700 - 1800,1700 - 1800,70
P06,WB,60,Aug,30,"682,639",0,0,1,0,2,10,19,36,146,797,"7,692","55,863","179,367","214,449","148,854","58,629","13,158","2,502","1,114",68,64.3%,32.9%,1600 - 1700,1700 - 1800,74
P06,EB,60,Sep,30,"595,763",0,0,1,1,4,15,45,166,653,"4,353","28,212","117,540","200,726","157,971","65,134","15,843","3,545",990,564,64,41.0%,14.4%,1700 - 1800,1700 - 1800,70
P06,WB,60,Sep,30,"628,809",0,0,0,3,2,5,25,33,114,837,"7,186","49,735","163,066","197,167","137,909","55,821","13,214","2,592","1,100",68,64.9%,33.5%,1500 - 1600,1500 - 1600,74
P07,EB,55,Jul,31,"124,937",2,12,4,24,88,123,355,"1,269","4,506","14,671","32,835","41,749","22,680","5,476",854,189,52,28,20,56,23.5%,5.3%,1700 - 1800,1800 - 1900,62
P07,WB,55,Jul,31,"132,561",11,15,5,21,41,85,162,868,"5,785","23,456","46,980","39,877","12,620","2,148",355,83,35,8,6,54,11.5%,2.0%,1800 - 1900,1800 - 1900,59
P07,EB,55,Aug,29,"107,217",2,2,6,37,83,178,505,"1,752","6,854","19,122","33,375","29,517","12,512","2,678",429,107,34,15,9,54,14.7%,3.1%,1700 - 1800,1800 - 1900,60
P07,WB,55,Aug,29,"112,342",16,9,4,15,43,59,185,"1,132","7,310","26,689","42,616","26,480","6,571",976,160,52,16,7,2,52,6.9%,1.1%,1700 - 1800,1800 - 1900,58
P07,EB,55,Sep,24,"82,094",4,41,119,137,195,261,611,"1,875","5,822","15,099","24,456","22,070","9,071","1,936",295,71,16,12,3,53,13.9%,2.8%,1700 - 1800,1700 - 1800,60
P07,WB,55,Sep,24,"85,185",3,7,3,11,20,60,191,"1,087","6,219","20,262","30,354","20,409","5,431",901,153,49,13,4,8,52,7.7%,1.3%,1700 - 1800,1700 - 1800,58
P08,EB,70,Jul,31,"410,347",0,0,0,0,3,4,11,11,23,57,351,"3,493","38,897","60,869","153,298","123,416","23,897","4,603","1,414",73,37.4%,7.3%,1700 - 1800,1700 - 1800,79
P08,WB,70,Jul,31,"409,786",0,0,0,0,1,4,6,20,24,77,456,"4,631","39,667","63,767","158,175","116,348","21,764","3,754","1,092",73,34.9%,6.5%,1500 - 1600,1500 - 1600,78
P08,EB,70,Aug,30,"412,469",0,0,0,0,1,5,4,22,46,84,346,"3,808","40,323","61,453","153,533","123,918","23,472","4,252","1,202",73,37.1%,7.0%,1700 - 1800,1700 - 1800,79
P08,WB,70,Aug,30,"417,884",0,0,1,0,0,2,4,10,20,64,467,"4,644","36,403","64,800","160,783","121,964","23,687","4,029","1,006",73,36.1%,6.9%,1500 - 1600,1600 - 1700,79
P08,EB,70,Sep,30,"404,341",0,0,0,0,0,3,9,7,18,67,400,"4,384","43,038","61,693","150,504","117,888","21,475","3,738","1,117",73,35.7%,6.5%,1700 - 1800,1700 - 1800,78
P08,WB,70,Sep,30,"404,641",0,0,1,0,0,1,1,14,17,67,462,"3,740","28,347","62,485","159,875","120,478","23,949","4,152","1,052",73,37.0%,7.2%,1500 - 1600,1600 - 1700,79
P09,EB,70,Jul,22,"239,816",0,0,0,5,4,7,4,9,22,69,340,"3,558","22,737","34,039","69,126","71,387","28,010","7,661","2,838",74,45.8%,16.1%,1300 - 1400,0500 - 0600,80
P09,WB,70,Jul,31,"351,995",0,0,1,17,60,192,212,755,"2,386","6,479","13,454","17,524","27,795","41,205","102,356","102,407","30,536","5,347","1,269",71,39.6%,10.6%,1600 - 1700,1600 - 1700,79
P09,EB,70,Aug,29,"334,595",0,0,7,33,21,24,13,32,42,128,468,"3,405","24,739","43,687","85,203","111,229","45,745","13,396","6,423",75,52.8%,19.6%,0500 - 0600,0500 - 0600,82
P09,WB,70,Aug,29,"336,294",0,0,1,10,41,154,169,756,"2,862","6,725","12,576","16,704","26,293","37,992","94,707","99,094","31,092","5,784","1,334",72,40.8%,11.4%,1600 - 1700,1600 - 1700,79
P09,EB,70,Sep,25,"266,848",0,1,2,26,24,21,37,31,59,94,321,"2,524","19,656","36,033","67,360","84,870","36,673","12,314","6,802",75,52.7%,20.9%,1600 - 1700,0500 - 0600,82
P09,WB,70,Sep,25,"266,854",0,0,1,2,6,22,131,529,"1,925","5,345","10,811","13,967","22,057","31,228","77,141","76,378","22,451","3,850","1,010",71,38.9%,10.2%,1600 - 1700,1600 - 1700,79
P10,EB,70,Jul,30,"202,745",0,0,0,1,0,2,1,6,10,25,148,"1,349","19,247","28,910","53,320","70,615","22,089","5,187","1,835",74,49.2%,14.4%,1400 - 1500,1500 - 1600,80
P10,WB,70,Jul,30,"203,126",0,0,0,0,1,0,1,7,16,31,189,"1,600","18,797","26,983","47,221","69,386","29,133","7,360","2,401",75,53.3%,19.1%,1200 - 1300,1200 - 1300,81
P10,EB,70,Aug,30,"209,830",0,0,3,0,1,2,1,3,14,41,130,"1,276","18,613","28,688","53,246","73,975","25,137","6,395","2,305",75,51.4%,16.1%,1400 - 1500,1500 - 1600,80
P10,WB,70,Aug,30,"214,023",0,0,1,0,0,3,4,1,18,48,193,"1,599","18,976","28,242","47,930","73,179","32,396","8,697","2,736",75,54.7%,20.5%,1200 - 1300,1200 - 1300,82
P10,EB,70,Sep,28,"177,561",0,0,0,0,0,0,0,3,13,25,131,"1,231","17,954","26,428","46,712","60,084","18,582","4,714","1,684",74,47.9%,14.1%,1400 - 1500,1600 - 1700,80
P10,WB,70,Sep,28,"175,662",0,0,0,0,0,2,6,5,11,37,172,"1,354","17,388","24,725","40,950","59,591","23,367","6,098","1,956",74,51.8%,17.9%,1300 - 1400,1200 - 1300,81
P1,NB,60,Jul,31,"2,509,444",16,770,"2,527","5,397","11,829","29,324","65,334","98,307","107,039","112,410","159,461","300,017","572,463","674,790","301,500","57,402","8,458","1,618",782,60,41.6%,14.7%,1200 - 1300,1900 - 2000,70
P1,SB,60,Jul,31,"2,628,536",0,11,67,240,501,"1,059","2,324","4,421","12,033","42,230","156,714","426,745","765,580","797,314","342,357","63,500","10,164","2,200","1,076",64,46.3%,16.0%,1700 - 1800,1900 - 2000,70
P1,NB,60,Aug,30,"2,485,241",7,407,"1,616","4,316","9,692","26,495","63,500","96,610","104,869","112,290","163,728","306,604","574,522","665,016","291,740","54,104","7,544","1,459",722,60,41.1%,14.3%,1200 - 1300,1900 - 2000,70
P1,SB,60,Aug,30,"2,610,536",1,150,504,888,"1,581","2,562","4,302","8,016","17,804","49,027","163,718","429,319","748,376","772,587","338,423","60,951","9,520","1,932",875,64,45.4%,15.8%,1700 - 1800,1800 - 1900,70
P1,NB,60,Sep,30,"2,410,277",5,316,"1,362","3,420","9,209","25,837","60,179","88,225","96,558","106,739","163,200","311,286","572,707","639,263","273,912","49,078","7,044","1,310",627,60,40.3%,13.8%,1200 - 1300,1200 - 1300,70
P1,SB,60,Sep,30,"2,524,349",19,298,676,"1,218","2,290","3,400","5,484","11,369","26,368","63,690","179,319","428,768","715,636","713,348","305,578","55,689","8,591","1,766",842,63,43.0%,14.8%,1600 - 1700,1800 - 1900,70
P11,NB,60,Jul,30,"86,243",5,25,27,19,23,41,60,111,259,696,"1,825","6,314","24,929","33,841","13,229","3,430",919,364,126,66,60.2%,21.0%,1600 - 1700,1700 - 1800,72
P11,SB,60,Jul,31,"86,803",6,24,6,14,25,19,133,240,505,813,"1,879","7,426","30,147","32,239","10,116","2,310",614,206,81,65,52.5%,15.4%,1100 - 1200,1200 - 1300,70
P11,NB,60,Aug,30,"81,981",3,3,3,2,3,7,14,43,153,544,"1,750","5,974","23,405","32,730","12,855","3,153",886,328,125,66,61.1%,21.2%,1500 - 1600,1600 - 1700,72
P11,SB,60,Aug,30,"84,153",4,6,4,4,5,7,8,63,202,454,"1,675","7,971","30,492","31,541","9,086","1,890",490,187,64,65,51.4%,13.9%,1100 - 1200,1100 - 1200,70
P11,NB,60,Sep,30,"77,773",0,4,1,1,2,8,15,34,163,370,"1,295","5,400","23,504","31,790","11,059","2,917",857,257,96,66,60.4%,19.5%,1600 - 1700,1600 - 1700,72
P11,SB,60,Sep,30,"78,644",2,5,2,2,0,5,8,21,44,206,992,"6,265","28,832","30,974","8,648","1,939",481,152,66,66,53.7%,14.4%,1100 - 1200,1600 - 1700,70
P13,NB,60,Jul,31,"71,818",0,1,12,31,22,17,49,76,374,"1,993","6,816","18,169","31,199","11,285","1,396",259,70,29,20,61,18.2%,2.5%,0700 - 0800,0600 - 0700,66
