Site Code,Direction,Posted Speed,Month,Days of Data,Observed Vehicles, 0 to 5 MPH Vehicle Count,5 to 10 MPH Vehicle Count,10 to 15 MPH Vehicle Count,15 to 20 MPH Vehicle Count,20 to 25 MPH Vehicle Count,25 to 30 MPH Vehicle Count,30 to 35 MPH Vehicle Count,35 to 40 MPH Vehicle Count,40 to 45 MPH Vehicle Count,45 to 50 MPH Vehicle Count,50 to 55 MPH Vehicle Count,55 to 60 MPH Vehicle Count,60 to 65 MPH Vehicle Count,65 to 70 MPH Vehicle Count,70 to 75 MPH Vehicle Count,75 to 80 MPH Vehicle Count,80 to 85 MPH Vehicle Count,85 to 90 MPH Vehicle Count,90 to 95 MPH Vehicle Count,Average Speed,Percent >= 5 MPH Over Limit,Percent >= 10 MPH Over Limit,>=5 MPH Over Limit Peak Hour,>=10 MPH Over Limit Peak Hour,85th Percentile Speed
D12,EB,60,Jul,31,"656,376",110,125,66,108,105,179,343,683,"1,166","2,301","10,903","54,064","203,468","260,389","94,389","22,802","3,787","1,067",321,66,58.3%,18.6%,1600 - 1700,0600 - 0700,71
D12,WB,60,Jul,30,"640,734",87,138,39,16,9,7,24,26,120,621,"6,034","52,921","211,900","232,426","102,620","26,686","5,349","1,238",473,66,57.6%,21.3%,1600 - 1700,1700 - 1800,72
D12,EB,60,Aug,16,"348,712",57,84,18,8,2,1,5,29,73,337,"2,275","19,393","105,419","149,675","55,240","13,176","2,105",590,225,67,63.4%,20.5%,1600 - 1700,1600 - 1700,72
D12,WB,60,Aug,16,"348,735",53,78,28,8,6,6,3,19,76,332,"2,605","23,207","109,246","133,210","60,594","15,304","2,925",733,302,67,61.1%,22.9%,1600 - 1700,1600 - 1700,72
D12,EB,60,Sep,30,"586,439",103,116,32,15,5,2,2,20,96,546,"4,391","35,920","179,877","243,011","93,424","23,428","3,946","1,127",378,67,62.3%,20.9%,1600 - 1700,1600 - 1700,72
D12,WB,60,Sep,30,"601,778",81,130,35,14,4,9,28,52,178,868,"5,663","46,903","195,278","223,246","98,240","24,571","4,850","1,195",433,66,58.6%,21.5%,1600 - 1700,1600 - 1700,72
D13,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,NB,60,Jul,31,"1,093,066",208,342,124,187,431,524,645,585,900,"5,557","42,808","189,945","367,227","345,042","105,215","26,230","4,706","1,729",661,64,44.2%,12.7%,0600 - 0700,0500 - 0600,70
D14,SB,60,Jul,31,"1,075,416",250,462,405,417,698,"1,254","2,842","8,220","21,863","42,974","108,568","248,893","305,490","234,201","72,963","19,546","4,442","1,382",546,61,31.0%,9.2%,1400 - 1500,1400 - 1500,69
D14,NB,60,Aug,31,"1,110,285",232,394,429,"1,108","1,782","1,835","1,524","1,354","1,382","5,816","43,274","198,189","374,017","344,482","103,016","24,737","4,502","1,579",633,64,43.1%,12.1%,0600 - 0700,0500 - 0600,69
D14,SB,60,Aug,31,"1,070,207",228,545,634,888,"1,453","3,029","4,685","6,558","15,394","35,500","104,966","251,934","309,925","237,614","72,104","18,872","4,067","1,306",505,61,31.3%,9.1%,1400 - 1500,1800 - 1900,69
D14,NB,60,Sep,30,"1,068,635",248,342,297,811,"1,546","1,349",793,871,"2,060","9,598","56,860","215,861","357,695","310,228","84,894","19,786","3,644","1,278",474,63,39.3%,10.3%,1600 - 1700,0500 - 0600,69
D14,SB,60,Sep,30,"1,024,015",231,467,494,879,"1,464","2,031","3,462","8,761","24,793","51,394","119,309","250,512","283,985","197,861","59,689","13,889","3,517",938,339,60,27.0%,7.7%,1400 - 1500,1300 - 1400,68
D3,EB,60,Jul,31,"1,483,308",27,"2,448","11,840","27,000","39,789","39,809","33,556","26,493","20,939","19,520","52,048","222,090","481,578","373,902","107,619","19,281","3,685",978,706,59,34.1%,8.9%,1900 - 2000,1900 - 2000,69
D3,WB,60,Jul,31,"1,467,258",203,"2,959","4,447","5,709","6,399","5,489","4,916","4,355","5,059","7,753","27,601","145,857","442,928","503,624","231,349","55,089","9,833","2,341","1,347",65,54.8%,20.4%,1600 - 1700,1800 - 1900,72
D3,EB,60,Aug,31,"1,497,167",114,"3,832","13,310","26,854","38,119","39,986","33,780","26,952","20,629","18,740","56,169","238,376","494,884","366,076","98,203","16,615","3,076",870,582,59,32.4%,8.0%,1800 - 1900,1900 - 2000,68
D3,WB,60,Aug,31,"1,481,085",173,"2,163","3,049","4,342","4,995","5,001","4,628","4,452","4,717","7,455","26,630","142,430","442,057","515,193","242,147","58,169","9,938","2,312","1,234",65,56.0%,21.2%,1700 - 1800,1800 - 1900,72
D3,EB,60,Sep,30,"1,431,338",66,"4,448","13,908","26,334","37,566","36,760","31,592","27,310","22,293","23,885","68,091","250,960","468,181","321,109","81,398","13,716","2,516",718,487,58,29.3%,6.9%,1800 - 1900,1800 - 1900,68
D3,WB,60,Sep,30,"1,404,433",35,"1,126","1,958","3,140","3,999","3,624","3,424","3,413","4,330","7,713","30,996","149,825","428,336","475,646","220,148","53,857","9,424","2,221","1,218",65,54.3%,20.4%,1600 - 1700,1700 - 1800,72
P01,EB,60,Jul,31,"439,969",102,196,104,45,20,17,32,155,"1,062","6,906","32,620","108,183","198,029","80,339","10,365","1,444",263,55,32,61,21.0%,2.8%,1600 - 1700,1900 - 2000,67
P01,WB,60,Jul,31,"436,586",84,126,76,29,10,26,135,557,"2,070","4,465","18,259","95,547","215,303","89,404","9,095","1,091",232,50,27,62,22.9%,2.4%,1500 - 1600,1500 - 1600,67
P01,EB,60,Aug,31,"442,250",115,183,129,58,68,76,227,"1,223","4,765","11,906","34,841","106,613","191,194","79,066","10,107","1,326",276,60,17,61,20.5%,2.7%,1700 - 1800,1800 - 1900,67
P01,WB,60,Aug,31,"431,566",106,141,95,27,12,69,213,823,"3,210","6,853","22,229","96,864","204,234","86,175","9,172","1,069",212,43,19,62,22.4%,2.4%,1500 - 1600,1500 - 1600,67
P01,EB,60,Sep,30,"386,588",227,595,441,296,218,212,242,454,"1,515","7,302","31,502","96,884","171,325","66,577","7,577",987,180,42,12,61,19.5%,2.3%,1600 - 1700,1600 - 1700,66
P01,WB,60,Sep,30,"395,637",89,133,84,25,9,82,187,517,"2,045","4,725","19,025","89,739","189,397","80,005","8,392",955,175,38,15,62,22.6%,2.4%,1500 - 1600,1500 - 1600,67
P02,EB,65,Jul,27,"15,722",5,1,5,20,38,97,193,146,39,47,154,593,"2,163","5,493","4,429","1,504",543,172,80,68,42.8%,14.6%,1300 - 1400,1700 - 1800,75
P02,WB,65,Jul,31,"18,253",2,4,3,14,38,58,159,226,206,109,280,"1,081","4,066","7,278","3,629",774,212,81,33,66,25.9%,6.0%,1200 - 1300,1400 - 1500,73
P02,EB,65,Aug,31,"17,969",0,0,24,78,83,113,248,168,39,72,186,704,"2,600","5,893","4,927","1,893",649,222,70,68,43.2%,15.8%,1600 - 1700,1700 - 1800,75
P02,WB,65,Aug,31,"17,732",1,3,7,14,51,80,254,249,244,150,280,968,"4,031","6,929","3,401",754,228,75,13,65,25.2%,6.0%,1200 - 1300,1700 - 1800,73
P02,EB,65,Sep,30,"12,577",0,0,4,3,26,84,164,119,49,44,117,531,"1,862","4,386","3,400","1,200",399,146,43,68,41.2%,14.2%,1600 - 1700,1500 - 1600,75
P02,WB,65,Sep,30,"13,344",1,1,7,7,9,14,113,185,203,102,179,786,"3,228","5,203","2,571",489,180,52,14,66,24.8%,5.5%,1200 - 1300,1700 - 1800,72
P03,NB,55,Jul,31,"239,307",0,0,6,5,17,17,98,260,744,"3,173","16,435","79,860","91,557","36,407","8,592","1,634",329,85,88,61,58.0%,19.7%,1600 - 1700,1600 - 1700,67
P03,SB,55,Jul,31,"236,405",0,1,0,12,18,23,113,297,931,"4,024","17,018","76,835","90,579","36,429","8,072","1,541",339,94,79,61,58.0%,19.7%,1600 - 1700,1700 - 1800,66
P03,NB,55,Aug,29,"230,557",0,0,0,4,8,28,90,282,738,"2,896","15,438","74,593","88,745","36,516","8,928","1,747",383,85,76,61,59.2%,20.7%,1500 - 1600,1500 - 1600,67
P03,SB,55,Aug,29,"226,719",0,0,1,7,10,36,79,240,913,"3,881","16,328","73,330","87,067","35,278","7,742","1,387",280,79,61,61,58.2%,19.8%,1400 - 1500,1700 - 1800,67
P03,NB,55,Sep,30,"221,151",0,0,3,6,11,59,130,367,"1,029","3,191","16,437","75,878","83,094","31,932","7,047","1,453",303,93,118,61,56.1%,18.5%,1500 - 1600,1500 - 1600,66
P03,SB,55,Sep,30,"224,667",0,1,4,14,31,180,385,427,"1,068","4,152","17,509","75,156","84,856","32,254","6,969","1,256",256,93,56,61,56.0%,18.2%,1500 - 1600,1700 - 1800,66
P04,NB,70,Jul,31,"854,162",3,9,6,18,19,14,19,48,176,833,"5,514","36,247","151,817","293,174","286,747","69,820","7,760","1,252",686,69,9.3%,1.1%,1800 - 1900,1800 - 1900,74
P04,SB,70,Jul,31,"902,539",0,0,0,7,46,107,115,137,219,818,"4,329","26,426","109,016","206,728","342,036","183,628","25,262","2,934",731,71,23.6%,3.2%,1600 - 1700,1800 - 1900,77
P04,NB,70,Aug,30,"865,427",0,0,0,3,13,33,43,111,257,875,"5,187","34,220","151,236","297,611","292,671","72,838","8,280","1,317",732,69,9.6%,1.2%,1800 - 1900,0700 - 0800,74
P04,SB,70,Aug,30,"897,791",0,0,0,0,3,17,76,137,252,817,"4,570","27,687","110,372","210,749","337,804","177,498","24,159","2,886",764,71,22.9%,3.1%,1700 - 1800,1700 - 1800,77
P04,NB,70,Sep,30,"781,139",1,4,14,13,12,46,219,309,546,"1,564","6,698","35,847","127,646","236,145","275,489","85,371","9,450","1,234",531,69,12.4%,1.4%,1700 - 1800,1800 - 1900,75
P04,SB,70,Sep,30,"813,873",0,0,12,27,30,49,200,412,539,"1,158","4,541","25,676","101,641","193,429","308,751","154,719","19,857","2,197",635,71,21.8%,2.8%,1600 - 1700,1700 - 1800,77
P05,EB,60,Jul,27,"31,578",0,0,1,6,11,16,46,76,86,317,"1,665","6,677","14,219","7,076","1,073",225,50,25,9,62,26.8%,4.4%,1400 - 1500,1400 - 1500,68
P05,WB,60,Jul,27,"31,402",0,1,4,22,21,38,39,53,206,704,"2,947","7,678","13,557","5,523",502,76,23,4,4,61,19.5%,1.9%,1600 - 1700,1600 - 1700,66
P05,EB,60,Aug,31,"37,386",0,0,1,20,18,12,28,90,202,657,"2,612","8,795","17,214","6,522",920,191,63,28,13,61,20.7%,3.2%,1400 - 1500,1200 - 1300,67
P05,WB,60,Aug,31,"36,751",0,0,0,4,21,33,37,38,162,967,"3,985","10,408","15,999","4,551",460,67,17,2,0,60,13.9%,1.5%,1700 - 1800,1700 - 1800,65
P05,EB,60,Sep,30,"33,522",0,0,1,9,10,18,62,115,409,"1,062","2,591","7,767","14,752","5,583",878,183,57,11,14,61,20.1%,3.4%,1600 - 1700,1500 - 1600,66
P05,WB,60,Sep,30,"34,304",0,0,2,15,20,26,31,43,197,"1,162","4,552","10,144","13,710","3,879",440,63,14,4,2,60,12.8%,1.5%,1700 - 1800,1500 - 1600,65
P06,EB,60,Jul,18,"406,397",0,1,3,14,67,147,394,652,"1,266","5,177","31,674","111,564","147,601","78,713","23,508","4,378",896,249,93,62,26.5%,7.2%,1600 - 1700,1600 - 1700,68
P06,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P06,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P06,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P06,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P06,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P07,EB,55,Jul,31,"125,183",1,8,7,36,127,80,114,"1,999","17,712","25,085","29,013","29,307","16,546","4,276",685,144,26,6,11,53,17.3%,4.1%,1200 - 1300,1200 - 1300,61
P07,WB,55,Jul,31,"144,151",18,110,43,77,294,762,"4,191","26,329","59,720","30,436","13,940","6,045","1,746",350,66,16,4,2,2,44,1.5%,0.3%,1800 - 1900,1800 - 1900,50
P07,EB,55,Aug,30,"120,987",3,6,1,32,101,51,116,"1,319","13,012","22,308","29,848","32,232","17,019","4,126",622,136,40,10,5,54,18.1%,4.1%,1200 - 1300,1300 - 1400,61
P07,WB,55,Aug,30,"138,430",44,399,461,470,283,787,"3,762","22,804","55,544","30,990","14,513","6,302","1,662",311,69,15,12,1,1,44,1.5%,0.3%,1900 - 2000,1900 - 2000,51
P07,EB,55,Sep,30,"108,130",1,3,2,23,125,95,160,"1,639","12,666","22,769","27,843","26,841","12,470","2,856",485,106,21,14,11,53,14.8%,3.2%,1600 - 1700,1200 - 1300,60
P07,WB,55,Sep,30,"119,449",26,110,177,305,419,839,"3,527","21,212","47,993","25,833","11,964","5,275","1,430",263,52,16,3,3,2,44,1.5%,0.3%,1800 - 1900,1800 - 1900,50
P08,EB,70,Jul,31,"469,382",0,0,0,0,1,2,4,19,10,57,290,"3,248","37,466","65,636","174,636","154,088","28,633","4,220","1,072",73,40.1%,7.2%,1700 - 1800,1700 - 1800,79
P08,WB,70,Jul,31,"474,074",0,0,0,0,0,1,29,126,194,294,662,"5,338","42,151","74,840","198,234","128,738","19,936","2,866",665,73,32.1%,5.0%,1600 - 1700,1700 - 1800,78
P08,EB,70,Aug,29,"445,622",0,0,0,2,0,2,1,12,18,47,315,"3,438","38,686","62,057","161,596","146,762","27,477","4,147","1,062",73,40.3%,7.3%,1700 - 1800,1700 - 1800,79
P08,WB,70,Aug,29,"445,291",0,0,0,1,0,1,45,131,181,273,673,"6,400","44,814","68,326","181,256","120,664","19,117","2,760",649,72,32.2%,5.1%,1600 - 1700,1600 - 1700,78
P08,EB,70,Sep,30,"456,118",0,0,0,0,1,3,0,8,22,68,342,"3,812","41,861","66,980","166,795","145,357","26,192","3,720",957,73,38.6%,6.8%,1700 - 1800,1700 - 1800,79
P08,WB,70,Sep,30,"460,637",0,0,0,0,2,0,42,181,252,323,736,"7,282","51,006","70,802","184,686","122,615","19,134","2,892",684,72,31.5%,4.9%,1600 - 1700,1600 - 1700,78
P09,EB,70,Jul,31,"374,568",0,1,3,7,14,25,8,15,95,168,641,"4,735","32,492","50,436","118,742","123,039","34,127","7,647","2,373",74,44.6%,11.8%,1300 - 1400,1500 - 1600,79
P09,WB,70,Jul,31,"383,447",0,3,7,16,33,98,185,596,"2,010","5,911","13,133","16,646","28,948","44,398","121,281","119,552","25,964","3,695",971,72,39.2%,8.0%,1600 - 1700,1600 - 1700,79
P09,EB,70,Aug,31,"388,035",0,0,4,5,5,22,3,6,14,78,454,"4,472","34,948","55,514","126,015","125,468","31,756","7,099","2,172",74,42.9%,10.6%,1300 - 1400,1700 - 1800,79
P09,WB,70,Aug,30,"376,543",0,0,4,9,21,91,188,789,"2,739","6,280","13,321","16,192","29,086","46,808","127,451","109,000","20,971","2,920",673,71,35.5%,6.5%,1600 - 1700,1600 - 1700,78
P09,EB,70,Sep,30,"340,761",0,0,1,2,5,5,8,19,37,104,577,"6,119","41,296","55,389","110,585","98,656","21,957","4,626","1,375",73,37.2%,8.2%,1500 - 1600,1500 - 1600,79
P09,WB,70,Sep,30,"335,814",0,1,0,3,12,40,140,678,"2,326","5,519","13,678","17,600","30,830","43,704","110,377","91,135","16,753","2,483",535,71,33.0%,5.9%,1600 - 1700,1600 - 1700,78
P10,EB,70,Jul,31,"236,875",0,0,0,1,1,4,2,3,11,29,211,"1,642","22,468","30,907","69,741","83,903","21,974","4,604","1,374",74,47.2%,11.8%,1500 - 1600,1500 - 1600,79
P10,WB,70,Jul,31,"245,783",0,0,0,0,1,5,5,10,14,53,252,"2,281","23,511","30,478","76,405","90,751","19,615","2,045",357,74,45.9%,9.0%,1100 - 1200,1200 - 1300,79
P10,EB,70,Aug,31,"248,940",0,0,0,1,0,1,4,6,14,43,175,"1,661","22,000","30,941","72,740","89,958","24,451","5,311","1,634",74,48.7%,12.6%,1500 - 1600,1500 - 1600,80
P10,WB,70,Aug,31,"250,671",0,0,0,0,2,7,1,6,14,54,220,"2,150","23,457","29,846","79,609","92,042","20,647","2,238",378,74,46.0%,9.3%,1100 - 1200,1200 - 1300,79
P10,EB,70,Sep,30,"192,459",0,0,2,4,0,1,7,8,11,32,198,"1,453","19,015","27,237","60,811","65,834","14,180","2,799",867,73,43.5%,9.3%,1400 - 1500,1500 - 1600,79
P10,WB,70,Sep,30,"201,479",0,0,1,1,1,7,2,7,16,31,218,"2,042","22,124","26,058","65,280","69,752","14,084","1,531",324,73,42.5%,7.9%,1100 - 1200,1300 - 1400,79
P1,NB,60,Jul,31,"3,010,186",25,"1,396","4,561","11,626","31,498","77,199","149,263","179,810","169,405","148,383","195,227","364,186","661,805","737,852","236,999","34,882","4,780",888,401,57,33.7%,9.2%,2000 - 2100,2000 - 2100,69
P1,SB,60,Jul,31,"3,090,400",0,598,"1,431","3,099","6,769","13,661","24,106","42,702","75,915","124,851","240,911","521,815","909,157","839,717","242,913","35,670","5,349","1,099",637,61,36.4%,9.2%,1900 - 2000,1900 - 2000,69
P1,NB,60,Aug,30,"2,970,520",39,"1,570","5,433","14,277","34,474","76,637","140,684","177,829","174,034","159,565","212,394","374,471","653,358","702,983","209,112","28,598","3,982",728,352,57,31.8%,8.2%,1900 - 2000,1900 - 2000,68
P1,SB,60,Aug,28,"2,849,437",1,269,"1,000","2,276","5,562","10,010","18,035","33,158","67,904","126,019","243,091","494,551","811,324","750,126","240,848","37,044","5,834","1,273","1,112",61,36.4%,10.0%,1900 - 2000,1900 - 2000,69
P1,NB,60,Sep,30,"2,798,200",12,"1,133","4,556","10,379","26,797","60,825","111,402","145,731","147,873","156,937","228,747","390,805","652,741","645,130","185,849","24,953","3,378",611,341,57,30.7%,7.7%,1000 - 1100,1000 - 1100,68
P1,SB,60,Sep,30,"2,876,000",0,"1,287","3,472","5,638","10,160","18,267","29,393","48,225","88,053","151,211","281,834","515,402","768,668","688,334","227,128","32,119","4,809","1,041",959,60,33.2%,9.3%,1800 - 1900,1800 - 1900,69
P11,NB,60,Jul,31,"94,705",3,3,9,3,1,7,9,23,101,319,"1,038","5,666","27,983","39,290","14,874","3,844","1,036",353,143,67,62.9%,21.4%,1600 - 1700,1500 - 1600,72
P11,SB,60,Jul,31,"95,599",7,20,34,12,9,11,10,20,49,190,841,"6,902","36,930","37,429","10,179","2,187",516,180,73,66,52.9%,13.7%,1100 - 1200,1100 - 1200,70
P11,NB,60,Aug,26,"80,257",2,7,6,0,8,2,14,25,90,292,953,"4,688","23,815","33,638","12,300","3,154",843,320,100,67,62.7%,20.8%,1500 - 1600,1500 - 1600,72
P11,SB,60,Aug,26,"77,260",7,15,3,2,0,2,7,19,41,121,705,"5,690","30,313","29,989","8,147","1,568",421,160,50,66,52.2%,13.4%,1100 - 1200,1100 - 1200,70
P11,NB,60,Sep,30,"79,091",6,5,3,0,0,5,7,23,93,298,983,"5,165","25,744","33,491","9,756","2,558",703,194,57,66,59.1%,16.8%,1600 - 1700,1600 - 1700,71
P11,SB,60,Sep,30,"82,139",7,10,10,3,1,7,11,14,37,174,746,"5,885","33,072","32,274","7,629","1,664",416,137,42,65,51.3%,12.0%,1000 - 1100,1000 - 1100,70
P13,NB,60,Jul,31,"79,656",0,0,15,25,2,6,46,93,422,"2,364","8,458","21,911","34,411","10,382","1,183",222,73,32,11,60,14.9%,1.9%,0600 - 0700,0500 - 0600,65
P13,SB,60,Jul,31,"80,620",0,0,2,41,103,24,59,220,"1,086","4,631","14,714","29,001","25,931","4,365",317,94,23,6,3,58,6.0%,0.5%,1700 - 1800,1800 - 1900,64
P13,NB,60,Aug,29,"81,874",0,0,7,66,144,69,78,146,610,"2,783","9,441","22,433","34,061","10,507","1,183",242,65,23,16,60,14.7%,1.9%,0700 - 0800,0600 - 0700,65
P13,SB,60,Aug,29,"83,043",0,2,18,165,191,102,322,898,"1,860","5,862","15,801","28,707","24,681","3,981",336,73,27,9,8,57,5.3%,0.5%,1700 - 1800,1700 - 1800,63
