Site Code,Direction,Posted Speed,Month,Days of Data,Observed Vehicles, 0 to 5 MPH Vehicle Count,5 to 10 MPH Vehicle Count,10 to 15 MPH Vehicle Count,15 to 20 MPH Vehicle Count,20 to 25 MPH Vehicle Count,25 to 30 MPH Vehicle Count,30 to 35 MPH Vehicle Count,35 to 40 MPH Vehicle Count,40 to 45 MPH Vehicle Count,45 to 50 MPH Vehicle Count,50 to 55 MPH Vehicle Count,55 to 60 MPH Vehicle Count,60 to 65 MPH Vehicle Count,65 to 70 MPH Vehicle Count,70 to 75 MPH Vehicle Count,75 to 80 MPH Vehicle Count,80 to 85 MPH Vehicle Count,85 to 90 MPH Vehicle Count,90 to 95 MPH Vehicle Count,Average Speed,Percent >= 5 MPH Over Limit,Percent >= 10 MPH Over Limit,>=5 MPH Over Limit Peak Hour,>=10 MPH Over Limit Peak Hour,85th Percentile Speed
B03,NB,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B03,SB,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B04,EB,70,Apr,30,"274,393",21,27,9,3,1,2,6,12,52,248,"1,430","9,850","60,001","64,503","66,972","54,213","13,686","2,705",652,70,26.0%,6.2%,1600 - 1700,1600 - 1700,78
B04,WB,70,Apr,30,"267,370",36,51,12,9,7,11,36,92,506,"3,055","18,655","59,668","55,334","78,124","42,873","7,350","1,211",248,92,64,3.3%,0.6%,1600 - 1700,1800 - 1900,71
B04,EB,70,May,27,"396,445",54,76,25,13,1,5,5,20,104,362,"2,195","13,549","69,509","88,290","111,947","85,857","20,334","3,395",704,71,27.8%,6.2%,1600 - 1700,1700 - 1800,78
B04,WB,70,May,27,"380,838",129,228,674,"1,729","1,694","1,774","1,681",917,486,"1,463","8,027","34,954","82,971","120,914","97,233","22,488","2,848",478,150,66,6.8%,0.9%,1800 - 1900,1800 - 1900,73
B04,EB,70,Jun,27,"464,349",82,375,886,"1,225","1,152","1,272",885,552,499,784,"3,685","19,480","85,360","106,013","131,802","88,716","18,060","2,909",612,69,23.8%,4.6%,1700 - 1800,1700 - 1800,77
B04,WB,70,Jun,25,"405,131",522,"3,661","4,311","3,290","2,526","1,912","1,639","1,348","1,633","2,857","9,916","38,796","93,993","125,471","91,578","18,888","2,264",394,132,64,5.4%,0.7%,1800 - 1900,1800 - 1900,73
D1,NB,60,Apr,30,"1,120,338",332,537,253,91,30,12,28,74,466,"3,510","25,860","139,897","307,730","361,222","187,418","65,298","20,278","5,650","1,652",66,57.3%,25.0%,1600 - 1700,1700 - 1800,73
D1,SB,60,Apr,30,"1,087,729",168,260,158,43,15,28,76,339,"1,529","8,341","53,114","187,146","339,911","335,528","125,954","27,564","5,297","1,664",594,64,45.7%,14.8%,1700 - 1800,1800 - 1900,70
D1,NB,60,May,31,"1,536,055",438,874,399,161,104,301,"1,075","2,439","5,533","19,233","80,289","265,700","442,162","427,728","201,279","66,236","16,958","4,015","1,131",64,46.7%,18.9%,1600 - 1700,1700 - 1800,71
D1,SB,60,May,31,"1,469,728",268,"1,189","1,912","2,524","3,721","5,184","7,306","10,771","20,884","47,652","119,847","269,167","437,481","373,647","132,350","28,396","5,253","1,610",566,62,36.9%,11.4%,1800 - 1900,1900 - 2000,69
D1,NB,60,Jun,30,"1,839,675",445,893,584,181,121,370,961,"3,193","11,431","43,227","145,219","366,332","517,698","457,201","208,145","63,750","15,375","3,513","1,036",63,40.7%,15.9%,1700 - 1800,1800 - 1900,70
D1,SB,60,Jun,30,"1,714,294",712,"3,230","5,360","7,165","9,568","13,773","20,360","29,295","49,317","92,550","165,262","300,172","466,403","379,221","135,100","29,265","5,406","1,582",553,60,32.1%,10.0%,1900 - 2000,1900 - 2000,69
D10,EB,50,Apr,25,"241,028",43,47,10,6,5,30,149,497,"1,471","3,745","15,262","50,579","88,008","58,299","16,993","4,250","1,123",361,150,63,91.2%,70.2%,1400 - 1500,1600 - 1700,69
D10,WB,50,Apr,30,"307,171",75,63,9,2,2,14,88,724,"3,269","5,730","22,752","70,567","112,681","69,243","16,549","4,051",929,309,114,62,89.3%,66.4%,1600 - 1700,1600 - 1700,68
D10,EB,50,May,31,"423,951",82,102,19,3,8,46,166,571,"2,081","7,326","32,215","97,695","156,132","94,880","24,696","5,738","1,521",476,194,62,89.9%,66.9%,1500 - 1600,1500 - 1600,68
D10,WB,50,May,31,"439,467",127,99,15,6,8,39,82,689,"3,290","7,364","33,858","105,546","164,479","96,897","20,819","4,694",952,363,140,62,89.6%,65.6%,1500 - 1600,1600 - 1700,68
D10,EB,50,Jun,30,"541,691",99,141,18,7,6,29,115,527,"2,247","9,456","45,732","135,314","199,685","112,158","27,592","6,104","1,607",594,260,62,89.2%,64.2%,1500 - 1600,1500 - 1600,68
D10,WB,50,Jun,30,"563,868",169,165,20,5,9,32,78,654,"4,084","9,893","48,058","142,634","210,536","116,998","23,439","5,318","1,170",412,194,62,88.8%,63.5%,1600 - 1700,1600 - 1700,68
D12,EB,60,Apr,30,"309,118",28,35,7,12,3,0,1,7,33,204,"1,691","15,168","92,456","125,524","51,572","16,983","3,803","1,196",395,67,64.5%,23.9%,1500 - 1600,1600 - 1700,73
D12,WB,60,Apr,30,"308,233",44,57,12,8,7,6,12,19,76,360,"3,338","32,338","110,740","95,616","44,379","15,324","4,189","1,183",525,66,52.3%,21.3%,1500 - 1600,1500 - 1600,72
D12,EB,60,May,31,"420,390",80,71,25,8,5,3,12,15,66,299,"2,280","21,213","122,577","175,563","71,929","20,679","4,045","1,125",395,67,65.1%,23.4%,1600 - 1700,1600 - 1700,72
D12,WB,60,May,31,"440,532",69,117,27,7,8,8,9,17,77,448,"4,664","43,769","151,323","145,026","67,325","20,705","5,072","1,353",508,66,54.5%,21.6%,1600 - 1700,1700 - 1800,72
D12,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,WB,60,Jun,30,"516,004",83,148,130,87,62,111,144,188,275,633,"4,529","42,711","171,425","181,228","83,497","23,663","5,300","1,287",503,66,57.3%,22.1%,1600 - 1700,1700 - 1800,72
D13,EB,60,Apr,29,"5,829",0,0,2,2,6,17,34,122,562,"1,350","1,932","1,126",455,136,55,20,4,4,2,52,3.8%,1.5%,1800 - 1900,1200 - 1300,59
D13,WB,60,Apr,30,"441,669",175,162,30,15,11,25,79,374,"3,154","17,497","76,675","147,329","129,782","49,587","11,888","3,178","1,019",483,206,59,15.0%,3.8%,1600 - 1700,1700 - 1800,65
D13,EB,60,May,29,"6,345",1,2,3,8,5,14,33,180,632,"1,496","2,056","1,220",473,139,51,16,12,2,2,52,3.5%,1.3%,1700 - 1800,1800 - 1900,59
D13,WB,60,May,31,"564,831",198,251,55,6,9,17,81,532,"4,610","27,106","112,846","195,813","153,606","52,967","12,015","3,093","1,047",369,210,59,12.3%,3.0%,1700 - 1800,1700 - 1800,64
D13,EB,60,Jun,26,"6,650",2,0,4,5,5,10,35,166,671,"1,603","2,200","1,288",399,156,64,24,11,5,2,52,3.9%,1.6%,1500 - 1600,1500 - 1600,59
D13,WB,60,Jun,30,"657,230",244,318,73,33,27,49,163,812,"6,287","33,982","138,407","229,931","172,754","56,850","12,291","3,193","1,145",439,232,58,11.3%,2.6%,1700 - 1800,1800 - 1900,64
D14,NB,60,Apr,30,"440,532",79,67,15,6,0,3,10,29,147,"1,230","10,193","56,467","130,160","144,010","65,799","22,837","5,949","2,460","1,071",66,55.0%,22.3%,1600 - 1700,0600 - 0700,72
D14,SB,60,Apr,30,"438,588",63,78,24,10,5,7,15,73,470,"2,916","17,482","69,806","136,527","121,313","58,848","21,722","6,238","2,308",683,65,48.1%,20.5%,1600 - 1700,1600 - 1700,72
D14,NB,60,May,31,"544,033",94,104,39,10,0,5,7,57,323,"1,983","15,148","76,216","165,423","179,097","71,303","25,075","5,709","2,565",875,66,52.3%,19.4%,1600 - 1700,0600 - 0700,72
D14,SB,60,May,31,"548,136",81,130,49,46,35,39,84,124,715,"4,703","26,107","98,488","175,868","146,116","63,674","23,148","5,864","2,270",595,64,44.1%,17.4%,1500 - 1600,1500 - 1600,71
D14,NB,60,Jun,30,"634,341",131,130,39,8,1,2,3,28,196,"1,942","16,211","88,513","194,027","210,433","83,611","28,956","6,254","2,957",899,66,52.5%,19.3%,0600 - 0700,0600 - 0700,72
D14,SB,60,Jun,30,"642,515",107,144,49,8,10,14,35,201,987,"5,820","32,394","117,432","209,227","167,039","74,110","25,660","6,437","2,153",688,64,43.0%,17.0%,1500 - 1600,1600 - 1700,71
D3,EB,60,Apr,30,"920,046",0,0,0,0,2,17,66,150,387,"2,199","17,028","113,175","311,678","308,547","127,091","30,294","6,423","1,759","1,230",65,51.7%,18.1%,1600 - 1700,1700 - 1800,71
D3,WB,60,Apr,30,"917,678",0,0,0,3,0,10,34,48,148,671,"5,887","52,497","231,695","320,497","205,468","75,596","18,025","4,540","2,559",68,68.3%,33.4%,1400 - 1500,1500 - 1600,74
D3,EB,60,May,28,"1,024,707",17,309,469,616,843,"1,189",956,875,"1,050","3,428","23,782","141,470","355,251","333,630","126,190","27,084","5,281","1,401",866,65,48.3%,15.7%,1500 - 1600,1800 - 1900,70
D3,WB,60,May,31,"1,141,995",0,0,0,3,9,20,43,85,225,951,"9,060","74,366","297,954","403,995","248,454","82,580","17,634","4,305","2,311",68,66.5%,31.1%,1400 - 1500,1600 - 1700,74
D3,EB,60,Jun,28,"1,187,787",177,"2,010","4,201","6,978","10,229","11,758","11,810","10,894","9,506","14,448","48,548","195,908","399,780","325,051","108,229","21,981","4,310","1,194",775,62,38.9%,11.5%,1800 - 1900,1800 - 1900,69
D3,WB,60,Jun,30,"1,285,534",4,40,51,84,123,131,211,293,774,"3,004","18,505","112,758","366,715","447,560","244,793","71,038","14,191","3,367","1,892",67,60.9%,26.1%,1700 - 1800,1700 - 1800,73
P01,EB,60,Apr,30,"226,070",37,67,35,14,5,10,21,114,515,"2,702","11,872","49,125","108,298","46,088","6,051",889,175,40,12,62,23.6%,3.2%,1600 - 1700,1700 - 1800,67
P01,WB,60,Apr,30,"220,498",31,42,24,8,4,12,107,384,"1,369","2,429","7,277","41,422","109,752","50,782","5,922",730,153,30,20,62,26.1%,3.1%,1700 - 1800,1600 - 1700,67
P01,EB,60,May,31,"307,852",131,244,154,110,78,69,92,228,787,"3,962","17,605","68,067","141,399","64,165","9,046","1,370",266,53,26,62,24.3%,3.5%,1600 - 1700,1500 - 1600,67
P01,WB,60,May,31,"303,877",62,81,42,11,6,31,99,433,"1,666","3,298","10,260","56,419","146,880","73,923","9,091","1,208",257,72,38,63,27.8%,3.5%,1500 - 1600,1500 - 1600,68
P01,EB,60,Jun,30,"359,177",80,124,79,42,10,13,35,172,871,"4,850","22,930","82,037","160,825","73,997","10,969","1,713",325,74,31,62,24.3%,3.7%,1600 - 1700,1700 - 1800,67
P01,WB,60,Jun,30,"352,940",66,100,65,17,9,17,108,489,"1,661","3,623","13,231","70,626","170,077","81,613","9,683","1,220",252,60,23,62,26.3%,3.2%,1600 - 1700,1800 - 1900,67
P02,EB,65,Apr,30,"5,552",0,0,5,9,22,63,160,124,18,14,39,176,709,"1,690","1,540",617,227,107,32,68,45.4%,17.7%,1400 - 1500,1600 - 1700,76
P02,WB,65,Apr,30,"5,595",0,0,1,6,11,17,104,166,126,61,81,278,"1,120","2,018","1,133",333,95,32,13,65,28.7%,8.5%,1500 - 1600,1200 - 1300,73
P02,EB,65,May,31,"10,363",0,0,1,7,45,50,164,115,39,29,79,354,"1,326","3,373","3,007","1,171",399,147,57,69,46.1%,17.1%,1300 - 1400,1300 - 1400,76
P02,WB,65,May,31,"10,822",0,1,2,6,20,22,84,153,160,76,131,495,"2,134","4,139","2,428",684,189,73,25,67,31.4%,9.0%,1400 - 1500,1500 - 1600,74
P02,EB,65,Jun,30,"13,034",0,0,5,17,29,65,190,157,26,32,110,480,"1,889","4,269","3,637","1,419",475,173,61,68,44.2%,16.3%,1600 - 1700,1600 - 1700,76
P02,WB,65,Jun,30,"13,346",1,2,1,10,21,31,87,213,184,98,185,834,"3,088","4,877","2,732",689,202,67,24,66,27.8%,7.4%,1200 - 1300,1500 - 1600,73
P03,NB,55,Apr,29,"121,580",0,0,0,3,9,8,45,108,415,"1,659","8,223","39,069","45,665","19,236","5,229","1,288",357,120,146,61,59.3%,21.7%,1500 - 1600,1500 - 1600,67
P03,SB,55,Apr,29,"118,756",0,0,2,3,9,16,64,117,657,"2,318","8,698","36,590","43,804","19,267","5,325","1,295",338,129,124,61,59.2%,22.3%,1600 - 1700,1600 - 1700,67
P03,NB,55,May,31,"151,804",0,0,4,3,11,24,50,211,549,"2,084","10,305","48,624","57,279","23,878","6,462","1,631",423,125,141,61,59.2%,21.5%,1500 - 1600,1500 - 1600,67
P03,SB,55,May,31,"148,570",0,3,3,6,8,32,91,190,747,"2,847","10,687","45,516","55,586","24,124","6,364","1,631",433,144,158,61,59.5%,22.1%,1600 - 1700,1600 - 1700,67
P03,NB,55,Jun,30,"164,608",0,1,1,2,13,20,84,195,654,"2,299","10,735","51,016","62,350","27,184","7,483","1,778",478,144,171,62,60.5%,22.6%,1600 - 1700,1600 - 1700,67
P03,SB,55,Jun,30,"165,954",0,0,6,5,6,31,121,227,880,"2,969","11,303","48,780","63,354","28,134","7,511","1,859",465,152,151,62,61.2%,23.1%,1600 - 1700,1600 - 1700,67
P04,NB,70,Apr,30,"366,117",0,8,5,4,12,7,11,32,178,776,"3,887","15,300","49,283","86,336","131,801","66,240","9,979","1,594",664,70,21.4%,3.3%,1700 - 1800,1700 - 1800,77
P04,SB,70,Apr,30,"384,008",0,0,0,0,3,3,7,18,53,177,"1,271","9,923","44,939","78,487","143,281","88,720","14,393","2,091",642,72,27.6%,4.5%,0700 - 0800,1700 - 1800,78
P04,NB,70,May,31,"457,053",0,2,2,5,12,4,3,20,103,555,"3,643","19,768","66,782","113,667","164,688","75,534","10,286","1,479",500,70,19.2%,2.7%,1700 - 1800,1700 - 1800,76
P04,SB,70,May,31,"479,109",0,0,0,0,2,3,9,17,68,259,"1,519","11,838","55,519","101,613","183,437","106,369","15,853","2,074",529,71,26.1%,3.9%,1600 - 1700,1700 - 1800,77
P04,NB,70,Jun,30,"516,871",0,0,1,3,8,1,2,13,71,427,"2,887","19,093","75,413","130,679","191,129","84,332","10,746","1,548",518,70,18.8%,2.5%,1700 - 1800,1800 - 1900,76
P04,SB,70,Jun,30,"543,494",0,0,1,1,5,11,20,19,58,240,"1,941","14,569","64,435","117,132","210,112","116,339","16,094","1,968",549,71,24.8%,3.4%,0700 - 0800,1700 - 1800,77
P05,EB,60,Apr,30,"17,485",0,1,1,2,8,10,19,34,48,142,637,"2,705","7,606","5,101",869,214,59,11,18,63,35.9%,6.7%,0900 - 1000,1500 - 1600,69
P05,WB,60,Apr,30,"16,867",0,0,0,7,10,22,16,24,104,509,"1,844","4,127","7,251","2,521",344,62,19,6,1,61,17.5%,2.6%,1600 - 1700,1500 - 1600,66
P05,EB,60,May,31,"26,471",0,0,0,4,1,10,25,48,50,190,"1,042","4,410","11,448","7,592","1,286",264,61,21,19,63,34.9%,6.2%,1200 - 1300,1400 - 1500,68
P05,WB,60,May,31,"26,515",0,2,2,11,11,30,32,34,114,527,"2,468","6,468","11,210","4,833",641,100,19,9,4,61,21.1%,2.9%,1700 - 1800,1700 - 1800,67
P05,EB,60,Jun,30,"29,846",0,0,2,1,5,4,24,50,67,216,"1,131","5,027","13,144","8,442","1,356",258,74,31,14,63,34.1%,5.8%,1500 - 1600,1400 - 1500,68
P05,WB,60,Jun,30,"29,569",0,0,1,6,15,26,50,37,122,624,"2,890","7,051","12,069","5,823",697,116,32,9,1,61,22.6%,2.9%,1700 - 1800,1700 - 1800,67
P06,EB,60,Apr,30,"414,211",0,5,2,4,3,8,30,95,198,"1,297","11,472","67,947","145,985","120,546","49,820","12,520","2,862",852,565,65,45.2%,16.1%,1600 - 1700,1600 - 1700,70
P06,WB,60,Apr,30,"436,781",0,0,0,1,2,9,12,30,62,532,"4,797","34,636","119,006","141,932","90,802","34,009","8,310","1,772",869,67,63.6%,31.1%,1500 - 1600,0600 - 0700,74
P06,EB,60,May,31,"533,229",0,12,60,91,127,154,93,164,410,"2,641","20,178","101,069","189,241","147,770","54,724","12,495","2,758",793,449,64,41.1%,13.4%,1600 - 1700,1700 - 1800,70
P06,WB,60,May,31,"560,343",0,0,0,1,5,6,19,38,123,829,"6,844","47,500","153,193","181,785","115,930","42,044","9,228","1,979",819,67,62.8%,30.3%,1500 - 1600,1500 - 1600,74
P06,EB,60,Jun,30,"605,344",2,39,292,410,360,231,162,108,377,"2,869","23,446","115,738","213,152","167,306","62,729","13,882","2,922",780,539,64,41.0%,13.4%,1600 - 1700,1600 - 1700,70
P06,WB,60,Jun,30,"636,420",0,0,0,1,3,14,32,84,206,823,"7,461","53,136","172,392","204,343","135,585","48,992","10,460","2,020",868,67,63.2%,31.1%,1500 - 1600,1600 - 1700,74
P07,EB,55,Apr,30,"74,961",1,2,4,14,55,25,34,91,612,"3,432","13,349","29,743","20,326","5,819","1,050",271,84,32,17,58,36.8%,9.7%,1500 - 1600,1700 - 1800,64
P07,WB,55,Apr,30,"82,333",7,12,2,5,20,29,44,227,"1,219","6,157","20,578","34,207","15,779","3,208",603,178,34,14,10,57,24.1%,4.9%,1600 - 1700,1800 - 1900,62
P07,EB,55,May,31,"106,234",5,71,152,228,209,108,116,163,864,"4,873","19,072","42,444","28,874","7,324","1,321",292,65,30,23,58,35.7%,8.5%,1600 - 1700,1700 - 1800,64
P07,WB,55,May,31,"116,335",78,192,204,167,166,144,162,388,"1,703","8,389","28,170","48,739","22,603","4,231",765,167,41,16,10,56,23.9%,4.5%,1700 - 1800,1700 - 1800,62
P07,EB,55,Jun,30,"118,835",5,2,2,12,70,35,58,195,"1,230","7,493","26,764","47,407","27,722","6,495","1,028",229,46,25,17,57,29.9%,6.6%,1700 - 1800,1700 - 1800,63
P07,WB,55,Jun,30,"129,090",4,7,1,5,21,32,80,351,"2,329","12,102","37,658","51,141","20,801","3,824",555,122,39,12,6,56,19.6%,3.5%,1700 - 1800,1900 - 2000,61
P08,EB,70,Apr,30,"260,837",0,0,0,0,1,2,5,14,21,33,262,"3,192","32,040","42,644","101,230","67,667","10,988","2,067",671,72,31.2%,5.3%,1700 - 1800,1700 - 1800,78
P08,WB,70,Apr,30,"271,451",0,0,1,1,2,2,5,28,46,100,454,"3,872","31,799","48,885","106,975","66,352","10,438","1,918",573,72,29.2%,4.8%,1600 - 1700,1600 - 1700,78
P08,EB,70,May,31,"334,874",0,0,0,1,1,2,3,19,18,60,289,"3,239","34,179","52,664","129,985","93,378","16,823","3,123","1,090",73,34.2%,6.3%,1700 - 1800,1700 - 1800,78
P08,WB,70,May,31,"346,017",0,0,0,0,1,2,3,9,13,77,367,"4,037","35,772","57,137","137,372","92,260","15,593","2,674",700,72,32.1%,5.5%,1600 - 1700,1600 - 1700,78
P08,EB,70,Jun,30,"373,982",0,1,0,1,2,8,5,15,28,80,358,"3,509","37,198","56,709","141,176","109,417","20,307","3,935","1,233",73,36.1%,6.8%,1700 - 1800,1700 - 1800,79
P08,WB,70,Jun,30,"390,805",0,1,0,1,4,2,1,21,20,89,437,"4,604","40,493","62,483","152,255","107,404","18,936","3,261",793,73,33.4%,5.9%,1500 - 1600,1500 - 1600,78
P09,EB,70,Apr,29,"188,794",0,0,2,6,9,5,10,7,14,68,390,"3,877","25,249","31,393","53,335","51,809","16,255","4,549","1,816",73,39.4%,12.0%,0500 - 0600,0500 - 0600,79
P09,WB,70,Apr,29,"194,363",0,0,1,1,9,40,93,409,"1,475","5,228","11,292","12,501","19,140","22,057","55,195","50,618","13,091","2,454",759,70,34.4%,8.4%,1600 - 1700,1600 - 1700,79
P09,EB,70,May,29,"239,319",0,0,0,0,2,4,9,12,15,81,561,"4,785","28,699","39,389","72,680","64,080","21,163","5,703","2,136",73,38.9%,12.1%,0500 - 0600,0500 - 0600,79
P09,WB,70,May,30,"255,281",0,2,1,7,14,35,132,540,"2,029","5,772","12,150","14,044","22,261","30,623","77,055","69,148","17,570","2,991",907,71,35.5%,8.4%,1600 - 1700,1600 - 1700,79
P09,EB,70,Jun,28,"286,591",0,0,1,5,7,12,7,13,25,107,482,"5,082","31,872","44,428","88,939","79,188","27,224","6,852","2,347",73,40.3%,12.7%,0500 - 0600,0500 - 0600,79
P09,WB,70,Jun,30,"316,642",0,0,0,4,11,76,119,499,"1,946","5,591","12,977","16,151","26,953","38,133","95,210","90,131","23,648","4,116","1,077",71,37.6%,9.1%,1600 - 1700,1600 - 1700,79
P10,EB,70,Apr,30,"87,429",0,0,0,0,0,0,2,4,6,12,83,825,"14,447","18,455","21,796","23,832","5,748","1,518",701,72,36.4%,9.1%,1500 - 1600,1600 - 1700,79
P10,WB,70,Apr,17,"49,077",0,0,0,0,0,1,0,2,3,21,77,718,"8,806","9,881","11,843","13,165","3,444",754,362,72,36.1%,9.3%,1200 - 1300,1200 - 1300,79
P10,EB,70,May,31,"137,745",0,0,1,1,1,1,5,7,79,368,622,"1,466","15,975","21,775","38,493","44,334","11,167","2,500",950,73,42.8%,10.6%,1500 - 1600,1600 - 1700,79
P10,WB,70,May,31,"138,304",0,0,0,0,1,1,0,4,16,29,172,"1,201","15,669","20,650","34,822","45,778","15,083","3,581","1,297",74,47.5%,14.4%,1400 - 1500,1300 - 1400,80
P10,EB,70,Jun,30,"172,272",0,0,0,1,4,5,4,4,15,25,113,"1,224","18,264","26,421","48,688","58,012","15,014","3,306","1,172",74,45.0%,11.3%,1500 - 1600,1600 - 1700,79
P10,WB,70,Jun,30,"170,652",0,0,0,2,1,4,6,7,19,35,208,"1,563","18,017","25,043","43,257","57,391","19,506","4,301","1,292",74,48.3%,14.7%,1300 - 1400,1300 - 1400,80
P1,NB,60,Apr,30,"1,472,057",0,1,2,4,33,112,171,617,"1,961","9,080","38,220","133,680","373,949","519,500","304,808","74,875","11,919","2,187",938,67,62.1%,26.8%,1500 - 1600,1600 - 1700,73
P1,SB,60,Apr,30,"1,507,508",0,0,0,0,6,17,24,69,551,"3,799","28,061","142,625","412,525","543,157","296,065","65,171","11,556","2,562","1,320",66,61.0%,25.0%,1600 - 1700,1700 - 1800,72
P1,NB,60,May,31,"1,981,412",22,528,969,"1,308","2,764","6,885","14,110","20,623","25,987","40,893","91,387","227,372","515,673","638,733","315,645","65,886","9,912","1,882",833,64,52.1%,19.9%,1300 - 1400,1800 - 1900,72
P1,SB,60,May,31,"2,035,470",0,0,7,61,246,661,989,"1,207","2,523","11,881","66,943","257,076","590,865","696,552","328,771","64,064","10,387","2,169","1,068",65,54.2%,20.0%,1600 - 1700,1800 - 1900,72
P1,NB,60,Jun,30,"2,272,189",9,263,"1,074","2,961","7,483","19,982","46,865","69,315","76,765","89,457","144,183","288,930","557,218","627,868","275,462","54,021","7,968","1,635",730,61,42.6%,15.0%,1800 - 1900,1900 - 2000,70
P1,SB,60,Jun,30,"2,368,456",0,2,6,17,173,490,"1,103","2,538","8,369","33,162","135,344","385,997","717,103","731,352","291,961","50,322","7,954","1,676",887,64,45.8%,14.9%,0500 - 0600,1800 - 1900,70
P11,NB,60,Apr,30,"45,537",2,2,1,0,2,4,9,22,44,124,501,"2,550","13,224","20,099","6,482","1,754",489,175,53,67,63.8%,19.7%,1600 - 1700,1600 - 1700,72
P11,SB,60,Apr,30,"44,450",2,2,3,0,4,5,3,5,16,87,455,"2,872","16,103","18,390","4,904","1,143",304,112,40,66,56.0%,14.6%,0600 - 0700,0600 - 0700,70
P11,NB,60,May,31,"64,334",3,8,5,2,0,1,12,18,73,251,722,"3,807","19,165","27,515","9,324","2,479",638,235,76,67,62.6%,19.8%,1600 - 1700,1700 - 1800,72
P11,SB,60,May,31,"64,282",3,6,4,6,0,5,0,14,34,103,488,"3,802","22,809","26,444","7,884","1,926",503,194,57,66,57.6%,16.4%,1100 - 1200,1200 - 1300,71
P11,NB,60,Jun,30,"73,901",4,2,2,1,2,1,6,21,67,240,836,"4,266","22,070","31,496","11,023","2,761",735,275,93,67,62.8%,20.1%,1600 - 1700,1600 - 1700,72
P11,SB,60,Jun,30,"73,594",5,3,3,4,5,3,4,19,35,154,606,"4,921","27,883","29,041","8,401","1,830",461,158,58,66,54.3%,14.8%,1100 - 1200,1100 - 1200,70
P13,NB,60,Apr,30,"46,419",0,0,20,44,30,14,49,129,413,"1,742","5,909","12,870","18,431","5,903",670,138,36,10,11,60,14.6%,1.9%,0700 - 0800,0700 - 0800,65
P13,SB,60,Apr,30,"47,601",0,0,4,49,83,38,69,152,635,"2,593","7,827","16,337","16,120","3,306",278,71,25,9,5,58,7.8%,0.8%,1600 - 1700,1600 - 1700,64
P13,NB,60,May,31,"59,606",0,0,12,17,12,15,43,105,445,"1,914","6,764","15,771","24,856","8,344","1,019",187,65,23,14,60,16.2%,2.2%,0600 - 0700,0500 - 0600,65
P13,SB,60,May,31,"60,813",0,0,4,23,61,29,69,155,814,"3,773","11,444","21,598","18,866","3,553",316,73,20,9,6,58,6.5%,0.7%,1700 - 1800,1600 - 1700,64
P13,NB,60,Jun,30,"69,174",0,0,16,29,11,20,33,114,487,"2,133","7,326","18,280","29,664","9,639","1,086",238,66,23,9,60,16.0%,2.1%,0600 - 0700,0500 - 0600,65
