Site Code,Direction,Posted Speed,Month,Days of Data,Observed Vehicles, 0 to 5 MPH Vehicle Count,5 to 10 MPH Vehicle Count,10 to 15 MPH Vehicle Count,15 to 20 MPH Vehicle Count,20 to 25 MPH Vehicle Count,25 to 30 MPH Vehicle Count,30 to 35 MPH Vehicle Count,35 to 40 MPH Vehicle Count,40 to 45 MPH Vehicle Count,45 to 50 MPH Vehicle Count,50 to 55 MPH Vehicle Count,55 to 60 MPH Vehicle Count,60 to 65 MPH Vehicle Count,65 to 70 MPH Vehicle Count,70 to 75 MPH Vehicle Count,75 to 80 MPH Vehicle Count,80 to 85 MPH Vehicle Count,85 to 90 MPH Vehicle Count,90 to 95 MPH Vehicle Count,Average Speed,Percent >= 5 MPH Over Limit,Percent >= 10 MPH Over Limit,>=5 MPH Over Limit Peak Hour,>=10 MPH Over Limit Peak Hour,85th Percentile Speed
P11,SB,60,Jun,30,"83,017",5,12,5,2,2,9,8,11,37,121,727,"6,139","33,179","32,293","8,165","1,651",417,167,67,65,51.5%,12.6%,1100 - 1200,1100 - 1200,70
P13,NB,60,Apr,30,"77,998",0,0,16,40,43,27,54,125,615,"2,944","9,816","23,082","31,645","8,501",857,156,49,23,5,60,12.3%,1.4%,0700 - 0800,0700 - 0800,65
P13,SB,60,Apr,30,"79,053",0,0,13,75,108,45,75,306,"1,275","5,213","15,690","28,465","23,785","3,620",303,54,14,7,5,57,5.1%,0.5%,1700 - 1800,1700 - 1800,63
P13,NB,60,May,31,"81,848",0,0,16,47,50,30,62,134,691,"2,821","9,252","22,949","34,513","9,922","1,032",222,75,14,18,60,13.8%,1.7%,0700 - 0800,0500 - 0600,65
P13,SB,60,May,31,"83,970",0,0,6,63,94,49,89,268,"1,165","4,872","15,138","30,042","27,180","4,501",377,90,25,5,6,58,6.0%,0.6%,1700 - 1800,1300 - 1400,64
P13,NB,60,Jun,30,"79,086",0,0,17,27,10,22,43,111,579,"2,755","9,689","22,846","32,815","8,950",948,205,45,14,10,60,12.9%,1.5%,0700 - 0800,0500 - 0600,65
P13,SB,60,Jun,30,"80,261",0,0,7,28,73,30,90,229,"1,125","4,881","15,235","28,762","25,355","4,032",320,66,12,8,8,58,5.5%,0.5%,1600 - 1700,0700 - 0800,63
P14,NB,60,Apr,30,"60,612",0,0,1,12,18,6,14,23,68,211,"1,020","5,199","31,029","20,466","2,150",288,69,22,16,64,38.0%,4.2%,1600 - 1700,1600 - 1700,68
P14,SB,60,Apr,30,"59,805",0,0,0,12,24,19,21,59,159,663,"2,557","13,076","34,591","7,932",576,83,14,9,10,62,14.4%,1.2%,1600 - 1700,1800 - 1900,65
P14,NB,60,May,30,"64,350",0,1,3,38,36,14,26,45,66,200,"1,072","6,962","35,168","18,347","1,999",276,67,21,9,64,32.2%,3.7%,1600 - 1700,1700 - 1800,68
P14,SB,60,May,30,"63,701",0,0,11,35,29,32,38,75,151,521,"2,222","12,275","37,668","9,760",744,108,21,4,7,62,16.7%,1.4%,1700 - 1800,1400 - 1500,66
P14,NB,60,Jun,30,"64,344",0,0,4,7,8,10,30,72,178,280,"1,190","8,316","37,510","14,830","1,534",257,75,34,9,63,26.0%,3.0%,1600 - 1700,1600 - 1700,67
P14,SB,60,Jun,30,"64,117",0,4,10,20,57,61,30,72,135,643,"2,348","12,484","37,540","9,753",821,100,19,6,14,62,16.7%,1.5%,1700 - 1800,1700 - 1800,66
P15,NB,60,Apr,30,"135,912",0,0,2,2,2,3,7,29,102,565,"2,921","22,323","73,512","29,515","5,562","1,083",218,52,14,63,26.8%,5.1%,1500 - 1600,1500 - 1600,68
P15,SB,60,Apr,30,"134,102",0,2,3,4,5,4,11,26,124,530,"3,703","23,277","70,979","29,103","5,270",836,166,41,18,63,26.4%,4.7%,1700 - 1800,1700 - 1800,68
P15,NB,60,May,30,"140,545",0,0,1,4,0,7,4,21,117,435,"2,065","13,116","61,030","50,491","10,648","1,928",396,119,163,65,45.4%,9.4%,1500 - 1600,1600 - 1700,69
P15,SB,60,May,30,"138,288",0,0,2,6,14,15,51,68,230,896,"3,598","17,353","64,535","41,015","8,554","1,532",313,68,38,64,37.3%,7.6%,1600 - 1700,1600 - 1700,69
P15,NB,60,Jun,30,"140,373",0,0,2,5,0,2,13,25,93,434,"1,783","9,817","52,903","57,734","13,657","2,864",662,165,214,66,53.6%,12.5%,1600 - 1700,1600 - 1700,70
P15,SB,60,Jun,30,"138,574",0,0,3,18,21,35,112,162,294,943,"3,611","16,291","62,806","43,296","8,747","1,659",331,117,128,64,39.2%,7.9%,1700 - 1800,1700 - 1800,69
P17,NB,65,Apr,30,"35,686",0,0,8,23,88,23,18,14,90,268,982,"3,840","10,964","11,749","5,628","1,427",384,108,72,66,21.4%,5.6%,1600 - 1700,1600 - 1700,72
P17,SB,65,Apr,30,"39,427",0,4,18,80,66,31,13,20,38,165,783,"2,279","8,083","14,754","9,290","2,705",756,238,104,68,33.2%,9.6%,0500 - 0600,0500 - 0600,74
P17,NB,65,May,31,"36,656",0,0,3,34,73,20,8,16,70,207,832,"3,391","10,974","12,317","6,351","1,705",444,129,82,66,23.8%,6.4%,1600 - 1700,1700 - 1800,72
P17,SB,65,May,31,"40,733",0,1,11,105,46,17,7,13,21,136,609,"2,068","7,380","14,398","10,622","3,710","1,056",347,186,68,39.1%,13.0%,0500 - 0600,0500 - 0600,75
P17,NB,65,Jun,29,"36,535",0,0,3,19,79,39,20,18,73,248,771,"3,414","10,992","12,325","6,157","1,680",464,155,78,66,23.4%,6.5%,1600 - 1700,1600 - 1700,72
P17,SB,65,Jun,29,"39,733",0,4,2,12,6,12,14,11,30,123,580,"2,266","8,236","14,627","9,516","2,972",879,290,153,68,34.8%,10.8%,0500 - 0600,0500 - 0600,74
P18,NB,50,Apr,30,"42,834",0,0,0,4,14,50,134,487,"2,049","9,118","18,993","9,884","1,777",253,51,15,3,1,1,52,28.0%,4.9%,1400 - 1500,1400 - 1500,58
P18,SB,50,Apr,30,"41,353",0,0,2,11,32,151,409,531,"1,357","7,532","18,697","10,315","1,903",319,70,19,3,1,1,53,30.5%,5.6%,1500 - 1600,1600 - 1700,58
P18,NB,50,May,31,"55,349",0,0,4,16,27,57,220,711,"2,678","11,490","25,026","12,656","2,088",295,60,13,5,1,2,52,27.3%,4.5%,1500 - 1600,1800 - 1900,58
P18,SB,50,May,31,"53,532",0,0,3,8,52,182,457,750,"2,010","10,104","24,287","12,732","2,474",373,71,21,7,1,0,53,29.3%,5.5%,1600 - 1700,1600 - 1700,58
P18,NB,50,Jun,29,"53,658",0,1,1,2,11,77,191,589,"2,254","9,258","22,903","14,780","2,999",446,100,32,6,8,0,53,34.2%,6.7%,1400 - 1500,1800 - 1900,58
P18,SB,50,Jun,29,"52,984",0,1,7,24,48,171,441,801,"1,896","8,613","22,296","14,654","3,341",514,129,29,12,4,3,53,35.3%,7.6%,1700 - 1800,1700 - 1800,59
P19,EB,60,Apr,30,"793,960",0,30,59,88,144,179,374,469,798,"3,034","21,118","119,782","280,061","254,641","92,872","16,392","2,654",662,603,65,46.3%,14.3%,1500 - 1600,1800 - 1900,70
P19,WB,60,Apr,30,"840,619",0,"1,540","5,488","9,237","12,015","11,618","10,476","9,749","12,049","20,506","54,908","156,699","266,694","200,113","57,128","9,618","1,942",470,369,60,32.1%,8.3%,0500 - 0600,1700 - 1800,69
P19,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20,EB,60,Apr,21,"682,763",324,958,"1,000",800,702,631,439,401,330,"1,014","7,955","62,291","207,778","249,297","118,763","24,836","4,090",902,252,66,58.3%,21.8%,1600 - 1700,1700 - 1800,72
P20,WB,60,Apr,21,"724,177",206,491,268,105,142,165,208,347,772,"3,961","28,642","128,212","248,201","213,175","81,440","14,482","2,318",765,277,64,43.1%,13.7%,1700 - 1800,1800 - 1900,70
P20,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20,WB,60,May,29,"1,023,598",409,735,395,282,413,553,471,707,"1,828","8,183","57,011","206,551","367,818","250,751","108,321","15,464","2,503",868,335,63,37.0%,12.5%,0700 - 0800,0600 - 0700,69
P20,EB,60,Jun,23,"794,956",221,454,506,404,406,351,265,210,337,"1,348","8,853","67,104","240,359","298,950","140,164","28,753","4,806","1,110",355,66,59.6%,22.0%,1700 - 1800,1700 - 1800,72
P20,WB,60,Jun,29,"1,055,705",188,354,347,455,761,540,482,666,"1,496","5,887","41,173","184,651","355,994","309,502","125,243","22,895","3,546","1,110",415,64,43.8%,14.5%,1600 - 1700,1700 - 1800,70
P21,NB,45,Apr,30,"204,092",0,1,1,47,441,"3,645","25,487","77,182","67,796","24,992","3,805",551,84,32,18,6,3,1,0,40,2.2%,0.3%,1800 - 1900,2100 - 2200,45
P21,SB,45,Apr,30,"179,551",0,45,485,"1,343","3,564","8,735","21,596","48,076","61,033","28,335","5,368",811,127,20,7,3,3,0,0,40,3.5%,0.5%,1500 - 1600,0500 - 0600,46
P21,NB,45,May,30,"213,595",0,2,3,40,371,"3,348","22,182","77,689","73,835","30,216","5,075",646,132,38,8,4,3,2,1,40,2.8%,0.4%,1900 - 2000,2000 - 2100,46
P21,SB,45,May,30,"186,923",0,66,523,"1,437","3,547","9,307","22,105","48,023","62,023","31,755","6,986",978,131,27,6,5,2,1,1,40,4.4%,0.6%,1700 - 1800,1900 - 2000,47
P21,NB,45,Jun,30,"214,184",0,22,51,70,385,"2,875","18,349","70,438","77,402","36,518","6,913",942,153,38,12,10,2,1,3,41,3.8%,0.5%,1900 - 2000,0500 - 0600,47
P21,SB,45,Jun,30,"189,161",0,73,498,"1,383","3,540","8,046","19,089","43,173","62,917","38,775","9,803","1,577",219,48,12,6,1,1,0,41,6.2%,1.0%,1700 - 1800,2000 - 2100,48
P22,NB,60,Apr,24,"22,352",0,0,0,8,39,99,299,687,601,874,"2,496","8,897","6,467","1,571",236,62,12,4,0,57,8.4%,1.4%,0700 - 0800,0700 - 0800,64
P22,SB,60,Apr,24,"20,219",0,0,24,81,145,602,583,239,539,"1,462","3,650","6,230","5,280","1,161",179,31,9,2,2,55,6.8%,1.1%,1600 - 1700,1600 - 1700,63
P22,NB,60,May,26,"24,125",0,0,2,10,28,53,277,697,728,"1,014","2,887","6,784","8,439","2,653",441,80,20,9,3,58,13.3%,2.3%,1600 - 1700,0700 - 0800,65
P22,SB,60,May,26,"24,124",0,1,8,49,127,547,642,299,607,"1,823","4,181","6,849","6,721","1,904",286,47,28,2,3,56,9.4%,1.5%,1600 - 1700,1600 - 1700,64
P22,NB,60,Jun,30,"29,668",0,1,0,21,46,66,315,752,848,"1,267","3,609","8,192","10,391","3,384",603,118,30,10,15,58,14.0%,2.6%,1500 - 1600,0700 - 0800,65
P22,SB,60,Jun,30,"30,103",0,0,7,41,115,529,781,385,817,"2,177","5,121","8,618","8,551","2,474",389,75,13,7,3,56,9.8%,1.6%,1600 - 1700,0800 - 0900,64
P23,NB,60,Apr,30,"63,233",0,2,0,1,3,34,111,615,"1,850","4,128","8,151","19,516","25,308","3,271",183,34,14,6,6,58,5.6%,0.4%,1800 - 1900,0900 - 1000,64
P23,SB,60,Apr,30,"60,840",0,0,0,6,30,144,666,"2,261","3,201","2,174","3,969","14,878","28,615","4,446",357,63,19,8,3,58,8.0%,0.7%,1700 - 1800,1300 - 1400,64
P23,NB,60,May,30,"68,291",0,2,6,9,8,40,151,587,"1,994","4,447","7,915","17,386","29,129","6,136",397,52,14,8,10,59,9.7%,0.7%,1800 - 1900,0500 - 0600,64
P23,SB,60,May,30,"67,413",0,0,2,5,28,140,596,"2,158","3,406","2,624","4,224","13,206","31,317","8,817",729,110,26,11,14,59,14.4%,1.3%,1600 - 1700,1300 - 1400,65
P23,NB,60,Jun,30,"68,204",0,0,5,2,7,29,137,565,"1,630","3,976","7,143","16,200","30,131","7,644",604,80,14,18,19,59,12.3%,1.1%,1800 - 1900,1900 - 2000,65
P23,SB,60,Jun,30,"68,365",0,1,4,13,33,99,534,"1,904","3,100","2,485","3,958","12,557","32,207","10,349",926,145,35,3,12,60,16.8%,1.6%,1100 - 1200,1300 - 1400,66
P24,EB,70,Apr,30,"894,837",0,0,0,0,1,39,252,308,367,643,"2,647","22,348","117,847","195,206","341,722","187,327","23,342","2,253",535,71,23.9%,2.9%,1700 - 1800,1800 - 1900,77
P24,WB,70,Apr,30,"913,057",4,0,0,3,13,35,44,111,507,"2,045","7,806","26,897","70,953","172,540","390,213","213,282","25,256","2,651",697,72,26.5%,3.1%,0600 - 0700,0600 - 0700,77
P24,EB,70,May,23,"733,778",0,3,17,49,87,228,481,595,703,861,"3,577","28,398","126,999","176,397","257,048","123,409","13,345","1,279",302,70,18.9%,2.0%,1600 - 1700,0700 - 0800,76
P24,WB,70,May,31,"993,715",18,127,119,119,150,291,309,382,684,"2,207","8,235","28,543","76,619","181,685","417,683","241,379","30,948","3,370",847,72,27.8%,3.5%,0600 - 0700,0600 - 0700,78
P24,EB,70,Jun,30,"1,015,656",0,1,5,8,36,57,188,339,589,"1,408","5,326","35,378","159,269","244,314","366,993","178,181","20,930","2,125",509,70,19.9%,2.3%,1600 - 1700,0600 - 0700,76
P24,WB,70,Jun,30,"1,028,852",5,4,10,44,109,197,269,307,671,"1,944","7,837","29,569","82,019","200,962","433,955","236,788","29,958","3,318",886,72,26.3%,3.3%,0600 - 0700,0600 - 0700,77
P26,NB,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P26,SB,55,Apr,29,"7,941",0,2,0,12,97,206,226,241,571,986,"1,540","2,237","1,378",368,63,8,2,4,0,53,23.0%,5.6%,0800 - 0900,0800 - 0900,62
P26,NB,55,May,30,"8,899",0,1,3,17,42,91,215,313,402,863,"2,051","2,888","1,457",448,79,21,4,3,1,54,22.6%,6.2%,1800 - 1900,1800 - 1900,62
P26,SB,55,May,30,"8,941",1,3,2,16,104,232,272,289,604,"1,098","1,668","2,296","1,733",465,126,24,6,1,1,53,26.4%,7.0%,0800 - 0900,0700 - 0800,63
P26,NB,55,Jun,27,"8,518",1,0,7,14,39,81,165,274,395,871,"1,858","2,743","1,521",418,87,29,9,5,1,55,24.3%,6.4%,1500 - 1600,1600 - 1700,63
P26,SB,55,Jun,27,"8,468",1,2,2,12,76,218,238,221,529,"1,081","1,525","2,178","1,739",473,122,43,4,3,1,54,28.2%,7.6%,1000 - 1100,0700 - 0800,63
P27,NB,55,Apr,30,"5,033",0,0,2,0,0,1,12,33,87,222,"1,119","2,070","1,053",282,88,50,10,2,2,58,29.5%,8.6%,1500 - 1600,0700 - 0800,63
P27,SB,55,Apr,30,"5,191",0,1,0,6,17,12,13,16,49,162,860,"2,160","1,394",339,102,38,14,3,5,58,36.5%,9.7%,1000 - 1100,1700 - 1800,64
P27,NB,55,May,30,"4,861",1,1,1,4,0,8,17,54,88,239,"1,034","1,735","1,149",388,97,32,9,4,0,58,34.5%,10.9%,1500 - 1600,0700 - 0800,64
P27,SB,55,May,30,"5,467",0,1,2,7,10,14,12,19,55,220,918,"2,095","1,508",431,112,40,18,2,3,59,38.7%,11.1%,1000 - 1100,1600 - 1700,64
P27,NB,55,Jun,30,"4,989",2,2,0,2,0,7,16,52,103,237,"1,048","1,849","1,098",371,147,42,9,2,2,58,33.5%,11.5%,1600 - 1700,0700 - 0800,64
P27,SB,55,Jun,30,"5,701",0,4,1,1,6,5,16,31,66,191,946,"2,136","1,644",477,116,30,19,9,3,59,40.3%,11.5%,1500 - 1600,1600 - 1700,64
P28,EB,60,Apr,30,"270,843",0,0,0,1,8,5,39,191,574,"1,572","5,333","41,187","133,951","73,553","12,647","1,441",265,55,21,63,32.5%,5.3%,1700 - 1800,1700 - 1800,68
P28,WB,60,Apr,30,"274,181",0,0,0,0,4,36,248,704,585,561,"2,838","30,934","144,047","79,380","12,770","1,703",281,55,35,64,34.4%,5.4%,0700 - 0800,0600 - 0700,68
P28,EB,60,May,18,"175,515",0,2,4,6,14,20,78,209,539,"1,474","4,414","22,859","77,084","56,202","10,866","1,406",227,65,46,64,39.2%,7.2%,1700 - 1800,1700 - 1800,69
P28,WB,60,May,21,"206,556",0,4,17,55,158,247,475,941,"1,499","2,361","5,248","25,052","96,350","61,307","10,987","1,502",258,57,38,63,35.9%,6.2%,0700 - 0800,0600 - 0700,68
P28,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P29,EB,60,Apr,29,"783,736",0,5,25,24,45,84,151,219,713,"4,157","31,676","162,645","372,492","182,270","24,965","3,400",587,147,131,63,27.0%,3.7%,1600 - 1700,1800 - 1900,68
P29,WB,60,Apr,27,"727,600",0,3,8,4,27,98,85,143,446,"3,130","24,919","144,925","347,077","173,677","28,085","3,956",725,162,130,63,28.4%,4.5%,1700 - 1800,1700 - 1800,68
P29,EB,60,May,31,"863,998",0,0,0,5,8,26,42,160,726,"5,603","38,045","184,547","399,451","199,487","30,471","4,475",671,160,121,63,27.2%,4.2%,1700 - 1800,1800 - 1900,68
P29,WB,60,May,31,"861,291",3,309,796,887,850,784,735,892,"1,178","4,453","29,209","163,574","407,936","208,668","34,834","4,833",953,197,200,63,29.0%,4.8%,1700 - 1800,1800 - 1900,68
P29,EB,60,Jun,30,"869,280",0,25,199,521,376,240,328,352,827,"5,019","36,178","179,969","396,779","207,504","34,369","5,354",869,222,149,63,28.6%,4.7%,1700 - 1800,1800 - 1900,68
P29,WB,60,Jun,30,"865,216",0,55,169,273,382,382,423,546,"1,152","5,051","31,882","169,200","401,590","211,081","36,464","5,317",881,195,173,63,29.4%,5.0%,1700 - 1800,1800 - 1900,68
P3,NB,60,Apr,30,"2,884,018",878,"6,843","27,857","46,789","63,538","71,749","70,759","68,745","78,518","91,751","151,864","346,524","746,828","744,696","298,698","56,580","8,833","1,927",641,59,38.5%,12.7%,1900 - 2000,1900 - 2000,69
P3,SB,60,Apr,30,"2,867,266",872,"4,187","7,946","13,820","22,087","31,284","39,580","66,028","140,638","184,781","268,140","555,656","808,225","591,057","112,651","17,028","2,388",721,177,58,25.3%,4.6%,1800 - 1900,0400 - 0500,67
P3,NB,60,May,31,"3,005,961","1,033","9,996","30,808","46,305","66,290","80,796","81,504","79,666","83,134","88,064","147,332","343,260","755,563","774,212","334,678","68,828","11,218","2,385",889,59,39.7%,13.9%,1900 - 2000,1900 - 2000,70
P3,SB,60,May,28,"2,665,805","1,169","6,266","10,419","15,927","24,297","31,544","36,958","59,530","135,403","175,876","227,048","473,466","739,923","577,424","125,389","20,921","3,106",886,253,58,27.3%,5.6%,1900 - 2000,1900 - 2000,68
P3,NB,60,Jun,27,"2,631,875","1,031","13,214","40,360","63,523","85,692","94,127","89,103","79,515","79,426","82,296","139,935","316,769","626,224","612,408","250,337","47,966","7,615","1,715",619,56,35.0%,11.7%,2000 - 2100,2000 - 2100,69
P3,SB,60,Jun,27,"2,643,531",972,"4,689","9,141","14,301","20,963","28,067","35,910","63,027","133,720","167,846","230,768","489,788","716,525","575,057","126,682","21,879","3,070",912,214,58,27.5%,5.8%,1900 - 2000,1900 - 2000,68
P30,NB,55,Apr,28,"89,825",0,0,1,4,27,14,22,45,118,890,"9,744","44,429","27,632","5,896",798,151,29,20,5,59,38.4%,7.7%,1700 - 1800,1700 - 1800,64
P30,SB,55,Apr,30,"95,654",0,0,2,3,26,35,33,105,381,"2,785","20,442","51,903","17,779","1,865",215,49,18,8,5,57,20.8%,2.3%,1700 - 1800,1800 - 1900,62
P30,NB,55,May,30,"105,675",0,0,20,59,79,31,37,52,195,791,"8,382","47,965","38,353","8,096","1,334",204,52,17,8,60,45.5%,9.2%,1700 - 1800,1700 - 1800,64
P30,SB,55,May,30,"104,766",0,0,9,11,37,67,79,175,475,"2,423","17,831","54,060","25,840","3,296",361,67,23,7,5,58,28.3%,3.6%,1700 - 1800,1700 - 1800,63
P30,NB,55,Jun,22,"80,571",0,2,9,61,97,31,26,61,135,524,"5,466","33,901","31,366","7,414","1,173",214,57,18,16,60,50.0%,11.0%,1600 - 1700,1700 - 1800,64
P30,SB,55,Jun,30,"106,945",0,3,36,22,42,72,58,144,424,"2,655","17,437","54,382","27,873","3,327",352,83,22,8,5,58,29.6%,3.6%,1700 - 1800,1800 - 1900,63
P33,EB,55,Apr,30,"158,083",0,1,17,19,56,77,151,235,747,"6,678","45,263","85,275","17,955","1,313",198,54,26,6,12,56,12.4%,1.0%,1700 - 1800,1700 - 1800,60
P33,WB,55,Apr,30,"152,997",0,0,4,28,70,78,154,259,"1,118","6,506","41,888","80,339","19,987","2,186",276,77,19,4,4,56,14.7%,1.7%,0600 - 0700,1800 - 1900,60
P33,EB,55,May,31,"180,859",0,1,26,41,28,40,120,251,"1,241","10,369","59,942","90,717","16,655","1,151",190,49,22,9,7,56,10.0%,0.8%,1700 - 1800,1800 - 1900,59
P33,WB,55,May,31,"177,402",0,0,5,22,60,56,73,171,879,"6,269","44,650","96,135","25,967","2,663",310,84,31,16,11,57,16.4%,1.8%,0600 - 0700,1700 - 1800,60
P33,EB,55,Jun,30,"182,682",0,0,4,40,18,61,90,210,"1,068","9,784","58,203","93,781","17,920","1,249",169,49,15,5,16,56,10.6%,0.8%,1700 - 1800,1900 - 2000,59
P33,WB,55,Jun,30,"178,394",0,1,3,25,62,39,54,153,712,"5,772","42,693","97,600","27,918","2,846",369,92,26,15,14,57,17.5%,1.9%,1700 - 1800,1800 - 1900,61
P34,NB,60,Apr,29,"98,411",0,0,2,19,9,5,32,35,167,668,"4,071","25,694","56,451","10,446",612,122,44,18,16,61,11.4%,0.8%,0700 - 0800,0400 - 0500,65
P34,SB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34,NB,60,May,31,"116,551",0,0,1,19,9,13,19,27,182,714,"5,271","31,976","65,178","12,223",700,137,44,17,21,61,11.3%,0.8%,0700 - 0800,0500 - 0600,65
P34,SB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34,NB,60,Jun,30,"112,529",0,0,3,25,33,51,27,70,188,779,"4,907","28,962","63,680","12,805",749,155,52,23,20,61,12.3%,0.9%,0700 - 0800,0400 - 0500,65
P34,SB,60,Jun,30,"111,621",0,0,2,6,16,42,56,110,372,"1,397","6,041","27,583","60,600","14,073","1,099",154,32,17,21,61,13.8%,1.2%,1700 - 1800,1800 - 1900,65
P4,NB,60,Apr,30,"2,287,476",545,986,479,484,"1,188","1,780","2,222","2,980","11,076","61,911","265,595","572,975","800,600","479,690","75,556","7,424","1,307",447,231,61,24.7%,3.7%,1600 - 1700,1800 - 1900,67
P4,SB,60,Apr,30,"2,167,117",573,"1,412","3,969","17,376","39,575","49,567","50,206","42,061","37,123","46,063","121,748","374,553","723,817","520,995","119,459","15,287","2,352",680,301,59,30.4%,6.4%,0700 - 0800,1900 - 2000,68
P4,NB,60,May,31,"2,379,076",623,"1,198","1,428","2,618","2,698","2,372","1,999","2,378","9,889","56,610","259,198","583,572","836,240","521,854","85,070","8,962","1,620",516,231,61,26.0%,4.1%,1600 - 1700,1800 - 1900,67
P4,SB,60,May,31,"2,270,716",538,"1,438","5,146","21,153","44,358","60,327","60,148","50,016","44,135","49,765","124,279","374,995","734,717","544,959","132,931","17,933","2,777",789,312,59,30.8%,6.8%,0700 - 0800,1900 - 2000,68
P4,NB,60,Jun,30,"2,327,387",592,"1,228","1,160","3,086","3,929","3,439","2,500","2,714","9,846","56,037","252,059","562,906","814,998","513,628","87,398","9,442","1,616",552,257,61,26.3%,4.3%,1600 - 1700,0500 - 0600,68
P4,SB,60,Jun,30,"2,216,410",710,"1,964","5,289","19,421","40,789","56,611","60,943","55,407","52,924","60,211","128,084","362,741","697,038","520,438","131,252","18,514","2,900",796,378,59,30.4%,6.9%,0700 - 0800,1900 - 2000,68
P5,NB,60,Apr,30,"2,239,371",658,"1,026",212,27,16,128,548,"2,737","20,368","113,720","368,895","594,164","652,935","372,400","93,011","15,011","2,551",669,295,60,21.6%,5.0%,1500 - 1600,1400 - 1500,67
P5,SB,60,Apr,30,"2,095,705","1,712","21,860","30,263","24,328","17,519","13,071","13,237","19,808","49,246","138,339","376,546","551,754","481,388","265,520","73,986","13,565","2,620",658,285,56,17.0%,4.3%,1700 - 1800,1700 - 1800,66
P5,NB,60,May,31,"2,346,552",749,"1,090",265,38,20,36,205,"1,717","16,493","101,201","362,390","613,165","694,446","418,408","112,989","18,989","3,172",823,356,60,23.6%,5.8%,1800 - 1900,1800 - 1900,67
P5,SB,60,May,30,"2,146,009","2,021","17,278","22,249","15,267","10,116","7,561","8,265","14,292","40,708","127,814","376,677","579,073","510,755","298,951","92,140","18,219","3,427",862,334,58,19.3%,5.4%,1600 - 1700,1800 - 1900,67
P5,NB,60,Jun,30,"2,306,275",694,"1,006",255,35,23,107,270,"1,813","17,080","104,958","362,094","603,196","679,588","405,700","107,337","17,690","3,190",858,381,60,23.2%,5.6%,1800 - 1900,1800 - 1900,67
P5,SB,60,Jun,30,"2,193,562","3,042","22,820","31,273","22,870","14,651","10,925","11,436","18,488","47,444","134,832","382,460","573,195","503,212","297,223","95,467","19,095","3,739","1,019",371,57,19.0%,5.5%,1700 - 1800,1600 - 1700,66
P6,NB,60,Apr,30,"1,916,957",0,87,889,"6,895","14,834","20,396","30,574","45,769","58,115","88,964","200,677","396,014","522,074","381,092","119,737","23,917","5,056","1,436",431,59,27.7%,7.9%,0400 - 0500,0400 - 0500,68
P6,SB,60,Apr,30,"1,997,406",0,123,973,"6,759","14,874","24,127","35,646","49,969","75,868","108,592","168,077","348,001","519,791","456,714","152,274","28,329","5,594","1,239",456,59,32.3%,9.4%,1900 - 2000,1900 - 2000,69
P6,NB,60,May,30,"1,909,012",1,748,"2,481","7,746","14,123","18,588","26,497","37,926","52,793","85,143","192,183","390,099","521,637","392,939","130,374","27,459","5,841","1,660",774,60,29.3%,8.7%,0400 - 0500,0400 - 0500,68
P6,SB,60,May,29,"1,942,482",0,369,"1,956","7,658","14,299","20,816","30,636","41,928","61,454","94,276","154,692","331,635","503,700","452,407","169,278","40,362","12,213","3,408","1,395",60,35.0%,11.7%,1900 - 2000,1900 - 2000,69
P6,NB,60,Jun,24,"1,550,142",5,"1,886","5,828","9,269","13,265","15,940","21,092","27,548","35,070","55,853","128,647","288,297","423,663","335,491","143,226","34,492","7,503","1,918","1,149",60,33.8%,12.1%,0400 - 0500,0400 - 0500,69
P6,SB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7C,NB,70,Apr,30,"134,781",0,2,1,0,1,10,17,41,49,101,208,"1,782","19,730","21,288","41,712","39,870","7,750","1,595",624,72,37.0%,7.4%,1500 - 1600,1500 - 1600,79
P7C,SB,70,Apr,30,"126,443",0,3,3,0,1,3,4,7,10,28,209,"1,132","16,715","21,549","40,301","38,393","6,668","1,120",297,72,36.8%,6.4%,1400 - 1500,1600 - 1700,79
P7C,NB,70,May,31,"151,663",0,0,0,0,4,8,21,37,47,98,224,"2,011","20,641","22,740","46,835","46,263","9,771","2,162",801,73,38.9%,8.4%,1500 - 1600,1400 - 1500,79
P7C,SB,70,May,31,"144,947",0,0,2,1,3,5,7,9,19,37,130,"1,086","17,218","22,744","44,883","47,200","9,503","1,698",402,73,40.6%,8.0%,1600 - 1700,1600 - 1700,79
P7C,NB,70,Jun,30,"161,982",0,0,0,0,0,9,20,27,61,119,275,"1,974","19,446","23,202","49,682","51,310","12,080","2,840",937,73,41.5%,9.8%,1600 - 1700,1600 - 1700,79
