Site Code,Direction,Posted Speed,Month,Days of Data,Observed Vehicles, 0 to 5 MPH Vehicle Count,5 to 10 MPH Vehicle Count,10 to 15 MPH Vehicle Count,15 to 20 MPH Vehicle Count,20 to 25 MPH Vehicle Count,25 to 30 MPH Vehicle Count,30 to 35 MPH Vehicle Count,35 to 40 MPH Vehicle Count,40 to 45 MPH Vehicle Count,45 to 50 MPH Vehicle Count,50 to 55 MPH Vehicle Count,55 to 60 MPH Vehicle Count,60 to 65 MPH Vehicle Count,65 to 70 MPH Vehicle Count,70 to 75 MPH Vehicle Count,75 to 80 MPH Vehicle Count,80 to 85 MPH Vehicle Count,85 to 90 MPH Vehicle Count,90 to 95 MPH Vehicle Count,Average Speed,Percent >= 5 MPH Over Limit,Percent >= 10 MPH Over Limit,>=5 MPH Over Limit Peak Hour,>=10 MPH Over Limit Peak Hour,85th Percentile Speed
D10,EB,50,Nov,29,"950,054",220,334,60,49,159,450,"1,379","4,353","15,451","54,967","178,685","302,989","269,831","98,713","17,469","3,603",886,325,131,58,73.0%,41.2%,1600 - 1700,1600 - 1700,65
D10,WB,50,Nov,29,"1,021,356","2,450","22,948","58,073","55,814","31,991","15,472","10,157","17,050","35,292","70,279","156,886","238,407","213,147","77,400","12,436","2,679",575,214,86,50,53.4%,30.0%,1400 - 1500,1300 - 1400,64
D10,EB,50,Dec,31,"1,006,017",202,319,52,6,18,174,738,"3,815","17,591","68,343","205,919","318,640","271,676","96,908","17,015","3,336",829,310,126,58,70.5%,38.8%,1600 - 1700,1500 - 1600,64
D10,WB,50,Dec,31,"1,034,912","2,407","22,289","50,433","42,254","24,533","12,240","9,505","19,631","38,125","72,014","164,241","253,178","225,581","81,868","13,068","2,683",577,195,90,51,55.8%,31.3%,1200 - 1300,1200 - 1300,64
D12,EB,60,Oct,31,"600,141",94,120,28,13,4,2,12,28,125,661,"5,127","39,396","187,229","246,883","92,060","22,847","4,034","1,132",346,66,61.2%,20.1%,1600 - 1700,1600 - 1700,72
D12,WB,60,Oct,31,"616,252",79,93,25,7,3,5,19,40,137,883,"6,377","48,379","204,121","227,765","97,554","24,319","4,862","1,152",432,66,57.8%,20.8%,1600 - 1700,1600 - 1700,72
D12,EB,60,Nov,29,"539,529",100,101,30,8,1,0,9,34,172,692,"4,691","34,135","163,019","226,476","84,842","20,458","3,439",977,345,67,62.4%,20.4%,1500 - 1600,1500 - 1600,72
D12,WB,60,Nov,29,"553,080",54,69,18,7,1,20,62,181,432,"1,213","6,753","46,618","181,203","200,056","87,827","22,593","4,520","1,055",398,66,57.2%,21.0%,1500 - 1600,1500 - 1600,72
D12,EB,60,Dec,31,"538,013",87,104,15,3,2,5,8,13,100,734,"5,739","37,793","167,434","222,054","80,143","19,317","3,240",927,295,66,60.6%,19.3%,1500 - 1600,1500 - 1600,71
D12,WB,60,Dec,31,"552,334",67,74,28,4,0,2,9,29,197,"1,161","8,490","53,198","188,328","196,469","79,752","19,350","3,852",954,370,66,54.5%,18.9%,1500 - 1600,1500 - 1600,71
D13,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,EB,60,Dec,28,"7,763",1,2,10,15,18,72,142,317,"1,079","2,168","2,422","1,054",319,89,37,16,0,1,1,50,1.9%,0.7%,1500 - 1600,1500 - 1600,57
D13,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,NB,60,Oct,31,"1,062,845",224,296,191,687,"1,584","1,702","1,525","1,448","2,951","12,479","67,622","231,707","359,502","276,959","81,435","16,521","4,389","1,158",465,63,35.8%,9.8%,0500 - 0600,0500 - 0600,69
D14,SB,60,Oct,31,"1,052,788",218,396,235,608,"1,767","3,539","5,031","12,278","34,227","66,227","129,886","254,195","289,335","173,617","62,538","13,465","4,010",856,360,60,24.2%,7.7%,1400 - 1500,1300 - 1400,68
D14,NB,60,Nov,29,"940,377",177,295,230,"1,302","2,674","3,346","3,334","2,946","3,862","14,640","64,679","204,076","303,893","245,046","68,413","16,793","3,017","1,264",390,62,35.6%,9.6%,1300 - 1400,1300 - 1400,69
D14,SB,60,Nov,29,"922,210",194,336,215,464,754,"1,824","4,473","12,270","29,761","52,767","110,723","213,270","261,945","154,358","58,303","15,744","3,571",965,273,60,25.3%,8.6%,1400 - 1500,1400 - 1500,68
D14,NB,60,Dec,31,"976,432",188,255,278,"1,276","1,926","2,204","2,498","2,891","5,424","19,017","75,072","218,481","313,711","247,141","65,822","15,809","2,899","1,139",401,62,34.1%,8.8%,0900 - 1000,0500 - 0600,69
D14,SB,60,Dec,31,"944,466",173,294,196,560,"1,252","2,430","6,253","16,941","38,876","62,507","121,642","222,846","247,600","154,765","50,175","13,859","2,935",903,259,59,23.6%,7.2%,1400 - 1500,1400 - 1500,68
D3,EB,60,Oct,31,"1,467,248",37,"2,712","10,772","23,718","33,042","34,938","29,474","24,740","21,782","27,128","81,301","277,844","486,829","318,142","78,337","12,887","2,373",686,506,58,28.1%,6.5%,1300 - 1400,1200 - 1300,68
D3,WB,60,Oct,31,"1,443,811",46,"1,090","2,513","4,082","4,923","4,667","4,909","5,156","5,924","10,171","35,251","156,336","431,289","475,208","229,733","58,448","10,443","2,379","1,243",65,53.8%,20.9%,1500 - 1600,1500 - 1600,72
D3,EB,60,Nov,29,"1,314,100",13,"2,456","10,237","22,271","32,458","33,035","25,523","20,299","15,682","19,723","67,508","245,450","437,688","292,140","73,793","12,325","2,364",681,454,58,29.1%,6.8%,1300 - 1400,1300 - 1400,68
D3,WB,60,Nov,29,"1,285,963",57,"2,108","3,641","4,663","4,438","3,551","3,187","3,245","3,581","6,008","23,796","125,536","381,037","437,602","215,340","55,023","9,792","2,172","1,186",65,56.1%,22.0%,1500 - 1600,1400 - 1500,72
D3,EB,60,Dec,25,"1,149,692",6,"1,955","9,628","22,975","30,971","27,885","21,809","17,761","14,988","23,811","76,402","228,695","366,501","235,937","58,298","9,469","1,762",523,316,58,26.6%,6.1%,1200 - 1300,1100 - 1200,68
D3,WB,60,Dec,25,"1,120,529",21,956,"1,869","2,263","2,065","1,814","1,607","1,626","2,486","6,777","32,239","139,843","350,070","362,701","164,821","39,974","7,007","1,574",816,65,51.5%,19.1%,1400 - 1500,1400 - 1500,71
P01,EB,60,Oct,31,"381,903",73,145,94,24,16,13,32,132,821,"5,033","24,528","90,894","181,826","69,835","7,331",912,149,35,10,62,20.5%,2.2%,1600 - 1700,1500 - 1600,66
P01,WB,60,Oct,31,"378,914",75,104,58,21,10,9,79,331,"1,642","3,667","13,577","76,935","190,691","82,341","8,234",927,145,49,19,62,24.2%,2.5%,1600 - 1700,1500 - 1600,67
P01,EB,60,Nov,29,"315,647",78,119,69,24,12,6,24,127,836,"4,577","20,148","75,678","152,233","55,420","5,495",648,112,33,8,61,19.6%,2.0%,1500 - 1600,1500 - 1600,66
P01,WB,60,Nov,29,"309,372",77,93,39,11,7,19,80,398,"1,583","3,076","11,268","63,869","157,400","64,352","6,215",695,140,39,11,62,23.1%,2.3%,1400 - 1500,1400 - 1500,67
P01,EB,60,Dec,31,"326,871",61,98,55,27,52,328,963,"1,947","4,105","9,969","30,446","85,103","140,892","47,509","4,621",549,112,27,7,60,16.2%,1.6%,1500 - 1600,1500 - 1600,65
P01,WB,60,Dec,31,"320,608",60,114,50,25,71,236,837,"2,304","4,756","7,754","20,004","76,978","149,642","52,409","4,662",560,107,23,16,61,18.0%,1.7%,1400 - 1500,1300 - 1400,66
P02,EB,65,Oct,31,"10,251",0,0,0,3,8,43,144,126,35,26,80,316,"1,428","3,587","2,943","1,009",326,141,36,68,43.5%,14.7%,1500 - 1600,1700 - 1800,75
P02,WB,65,Oct,31,"10,260",0,0,0,2,4,17,62,140,155,72,118,447,"2,175","4,258","2,247",359,153,47,4,66,27.4%,5.5%,1500 - 1600,1500 - 1600,73
P02,EB,65,Nov,29,"7,588",0,0,0,2,7,16,92,93,65,91,169,391,"1,192","2,620","1,910",664,193,55,28,67,37.6%,12.4%,1400 - 1500,1300 - 1400,74
P02,WB,65,Nov,29,"7,607",1,0,0,0,5,4,47,100,129,116,152,458,"1,655","3,036","1,477",297,97,27,6,66,25.0%,5.6%,1400 - 1500,1400 - 1500,73
P02,EB,65,Dec,31,"6,039",0,0,1,7,18,40,103,121,148,210,390,532,"1,046","1,758","1,168",329,113,40,15,64,27.6%,8.2%,1400 - 1500,1500 - 1600,73
P02,WB,65,Dec,31,"6,017",0,0,1,11,10,21,83,104,192,225,400,640,"1,393","1,834",855,192,45,8,3,63,18.3%,4.1%,1400 - 1500,1400 - 1500,71
P03,NB,55,Oct,31,"220,920",0,0,4,3,4,23,70,237,822,"2,967","15,516","74,301","84,618","32,629","7,604","1,575",356,87,104,61,57.5%,19.2%,1500 - 1600,1500 - 1600,66
P03,SB,55,Oct,31,"227,360",0,0,3,3,15,74,186,298,932,"3,628","16,769","75,764","87,011","33,463","7,401","1,359",322,73,59,61,57.0%,18.8%,1600 - 1700,1600 - 1700,66
P03,NB,55,Nov,29,"198,678",0,0,0,3,9,18,72,208,653,"2,573","14,162","68,154","76,349","28,068","6,610","1,280",318,82,119,61,56.8%,18.4%,1500 - 1600,1500 - 1600,66
P03,SB,55,Nov,29,"197,752",0,0,0,4,3,23,66,164,764,"3,167","15,199","66,382","74,923","28,908","6,531","1,246",250,62,60,61,56.6%,18.7%,1500 - 1600,1500 - 1600,66
P03,NB,55,Dec,31,"200,891",0,0,0,8,20,107,291,774,"1,925","5,612","21,077","72,826","69,131","22,943","4,877",911,242,64,83,60,48.9%,14.5%,1500 - 1600,1500 - 1600,65
P03,SB,55,Dec,31,"198,408",0,0,3,5,15,52,176,626,"1,943","5,701","21,306","72,131","67,647","22,577","4,960",956,203,54,53,60,48.6%,14.5%,1500 - 1600,1300 - 1400,65
P04,NB,70,Oct,31,"795,741",0,0,1,0,0,0,8,19,162,"1,255","8,252","43,905","133,285","216,977","278,139","101,008","10,956","1,326",448,69,14.3%,1.6%,1700 - 1800,0700 - 0800,75
P04,SB,70,Oct,31,"829,138",0,28,134,122,180,151,112,170,325,"1,067","5,614","30,809","112,409","206,049","306,271","145,544","17,591","1,902",660,70,20.0%,2.4%,1600 - 1700,1700 - 1800,76
P04,NB,70,Nov,29,"730,180",0,6,44,59,52,92,109,107,331,"1,768","10,243","43,775","125,497","203,679","246,107","87,301","9,381","1,277",352,69,13.5%,1.5%,1500 - 1600,0700 - 0800,75
P04,SB,70,Nov,29,"753,121",0,104,200,267,249,368,513,663,678,"1,131","4,542","26,396","100,013","188,699","280,607","130,913","15,480","1,703",595,70,19.7%,2.4%,1500 - 1600,1500 - 1600,76
P04,NB,70,Dec,31,"771,941",0,7,42,39,41,34,69,144,385,"2,002","11,197","47,757","136,657","217,690","254,174","90,152","9,907","1,266",378,69,13.2%,1.5%,1200 - 1300,1200 - 1300,75
P04,SB,70,Dec,31,"798,487",0,0,0,5,15,54,99,240,477,"1,227","6,042","33,294","112,869","209,477","290,761","127,048","14,711","1,720",448,70,18.0%,2.1%,1400 - 1500,1400 - 1500,76
P05,EB,60,Oct,31,"32,544",0,0,3,5,9,26,60,145,406,"1,088","2,631","7,388","13,937","5,642",932,192,53,16,11,61,21.0%,3.7%,1500 - 1600,1400 - 1500,67
P05,WB,60,Oct,31,"32,229",0,0,1,13,28,30,26,52,180,"1,095","3,935","9,480","13,002","3,876",417,67,16,6,5,60,13.6%,1.6%,1700 - 1800,1600 - 1700,65
P05,EB,60,Nov,29,"26,329",0,0,0,3,7,6,26,64,158,440,"1,768","5,684","12,155","4,999",770,163,57,22,7,62,22.9%,3.9%,1400 - 1500,1500 - 1600,67
P05,WB,60,Nov,29,"25,765",0,0,1,3,9,18,23,52,212,"1,033","2,887","7,104","10,825","3,180",329,75,6,6,2,60,14.0%,1.6%,1100 - 1200,1300 - 1400,65
P05,EB,60,Dec,30,"22,626",0,0,0,0,4,4,35,61,134,414,"1,595","5,648","10,250","3,767",534,129,41,7,3,61,19.8%,3.2%,1400 - 1500,1500 - 1600,66
P05,WB,60,Dec,30,"22,344",0,0,0,6,9,16,37,48,199,799,"2,337","6,090","9,768","2,711",250,54,15,5,0,60,13.6%,1.5%,1100 - 1200,1100 - 1200,65
P06,EB,60,Oct,20,"444,274",0,0,0,1,9,24,60,194,931,"5,577","31,087","104,017","153,079","106,815","33,889","6,776","1,290",311,214,63,33.6%,9.6%,1600 - 1700,1600 - 1700,69
P06,WB,60,Oct,20,"472,265",0,0,8,1,6,14,37,68,165,897,"7,674","46,713","133,577","151,109","95,125","29,960","5,561",997,353,67,59.9%,27.9%,0700 - 0800,0700 - 0800,73
P06,EB,60,Nov,28,"604,862",0,0,2,0,2,22,93,380,"1,408","7,832","42,325","143,406","212,983","142,505","42,855","8,548","1,744",483,274,63,32.5%,8.9%,1500 - 1600,1500 - 1600,69
P06,WB,60,Nov,28,"639,741",0,0,0,1,2,5,8,20,96,819,"8,467","57,951","179,273","207,656","132,500","42,835","8,126","1,429",553,67,61.4%,29.0%,0700 - 0800,0700 - 0800,73
P06,EB,60,Dec,31,"650,505",0,0,0,1,10,58,195,532,"2,598","12,484","54,685","161,304","224,492","143,167","40,854","7,804","1,626",447,248,62,29.8%,7.8%,1500 - 1600,1400 - 1500,68
P06,WB,60,Dec,31,"688,248",0,0,0,0,2,5,7,27,163,"1,288","12,631","75,639","202,276","220,367","129,329","38,025","6,761","1,238",490,66,57.6%,25.5%,1500 - 1600,0600 - 0700,73
P07,EB,55,Oct,30,"104,537",3,3,33,39,108,88,138,"1,452","11,739","20,200","25,446","28,301","13,225","3,025",581,110,25,13,8,53,16.2%,3.6%,1200 - 1300,1200 - 1300,60
P07,WB,55,Oct,30,"118,151",7,45,77,102,199,402,"2,367","18,639","47,661","27,122","13,447","6,130","1,583",291,65,8,2,2,2,45,1.7%,0.3%,1600 - 1700,1600 - 1700,51
P07,EB,55,Nov,29,"94,802",1,4,42,19,75,43,90,"1,069","9,472","17,075","24,049","26,896","12,366","2,850",579,118,25,17,12,54,16.8%,3.8%,1200 - 1300,1200 - 1300,61
P07,WB,55,Nov,29,"104,963",0,9,16,34,107,164,922,"9,909","36,071","27,619","17,280","9,500","2,691",497,105,24,9,4,2,47,3.2%,0.6%,1400 - 1500,1300 - 1400,54
P07,EB,55,Dec,31,"88,701",0,1,1,14,59,46,58,663,"5,271","10,480","22,551","31,105","14,437","3,109",702,148,37,11,8,55,20.8%,4.5%,1200 - 1300,1200 - 1300,62
P07,WB,55,Dec,31,"99,554",4,0,3,9,33,66,251,"3,152","15,073","18,989","26,768","25,594","7,932","1,323",271,66,14,6,0,52,9.7%,1.7%,1300 - 1400,1200 - 1300,59
P08,EB,70,Oct,31,"463,857",0,0,1,2,0,2,5,8,28,96,356,"2,850","32,226","72,214","171,165","152,362","27,261","4,111","1,170",73,39.9%,7.0%,1600 - 1700,1600 - 1700,79
P08,WB,70,Oct,31,"469,221",0,0,1,0,1,2,61,204,243,320,808,"7,634","54,617","71,965","188,342","122,934","18,659","2,749",681,72,30.9%,4.7%,1600 - 1700,1600 - 1700,78
P08,EB,70,Nov,29,"384,880",0,0,0,0,2,4,5,9,32,78,380,"3,789","35,419","56,387","149,533","115,229","20,352","2,872",789,73,36.2%,6.2%,1600 - 1700,1600 - 1700,78
P08,WB,70,Nov,29,"385,731",0,0,0,0,6,17,52,139,167,225,598,"5,038","39,763","61,928","160,240","99,829","15,033","2,150",546,72,30.5%,4.6%,1600 - 1700,1500 - 1600,78
P08,EB,70,Dec,30,"357,964",0,0,0,0,2,16,33,60,162,363,"1,108","5,855","37,270","60,033","143,720","93,245","13,670","1,948",479,72,30.5%,4.5%,1500 - 1600,1500 - 1600,78
P08,WB,70,Dec,31,"369,189",3,48,43,48,59,85,122,239,485,"1,001","2,252","9,426","43,859","65,389","148,172","83,808","11,943","1,757",450,71,26.5%,3.8%,1500 - 1600,1400 - 1500,77
P09,EB,70,Oct,31,"332,743",0,0,0,1,2,11,3,5,16,65,672,"6,180","44,211","57,996","107,686","90,957","19,650","4,098","1,190",72,34.8%,7.5%,1500 - 1600,1500 - 1600,79
P09,WB,70,Oct,30,"312,011",0,0,0,5,12,48,169,991,"2,814","8,761","19,929","23,912","39,293","46,494","95,270","63,073","9,616","1,307",317,68,23.8%,3.6%,1600 - 1700,1600 - 1700,77
P09,EB,70,Nov,27,"270,937",0,0,3,2,21,68,110,213,358,588,877,"3,967","25,460","39,754","90,492","83,121","19,939","4,503","1,461",73,40.2%,9.6%,1500 - 1600,1300 - 1400,79
P09,WB,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P09,EB,70,Dec,30,"270,005",0,0,0,1,4,7,17,42,148,518,"1,687","7,121","30,017","43,835","82,848","76,107","21,436","4,791","1,426",73,38.4%,10.2%,1400 - 1500,1400 - 1500,79
P09,WB,70,Dec,30,"268,103",0,0,1,1,7,32,133,613,"2,128","6,427","12,014","14,549","23,459","35,241","84,954","71,736","14,607","1,786",415,70,33.0%,6.3%,1600 - 1700,1500 - 1600,78
P10,EB,70,Oct,31,"171,198",0,0,0,0,1,0,2,4,11,20,126,"1,134","18,662","25,033","52,615","58,035","12,321","2,477",757,73,43.0%,9.1%,1600 - 1700,1600 - 1700,79
P10,WB,70,Oct,31,"175,093",0,0,0,0,0,0,6,19,14,45,258,"1,918","20,961","23,669","56,968","58,769","10,852","1,340",274,73,40.7%,7.1%,1300 - 1400,1500 - 1600,79
P10,EB,70,Nov,28,"141,765",0,0,0,0,0,2,5,2,18,47,211,"1,217","15,671","20,716","44,770","47,762","9,100","1,741",503,73,41.7%,8.0%,1500 - 1600,1500 - 1600,79
P10,WB,70,Nov,24,"125,971",0,0,0,0,1,8,8,15,21,51,144,"1,185","13,629","16,210","37,532","41,867","12,061","2,490",749,74,45.4%,12.1%,1100 - 1200,1100 - 1200,79
P10,EB,70,Dec,31,"137,051",0,0,0,0,1,3,29,25,61,128,483,"2,123","16,457","21,038","43,760","43,241","7,940","1,343",419,73,38.6%,7.1%,1400 - 1500,1400 - 1500,79
P10,WB,70,Dec,31,"138,885",0,0,0,0,1,9,39,46,79,190,549,"2,185","16,906","19,885","40,787","43,957","11,674","2,008",570,73,41.9%,10.3%,1100 - 1200,1200 - 1300,79
P1,NB,60,Oct,31,"2,881,692",11,"1,603","6,117","13,720","31,822","70,892","133,946","167,471","166,158","169,651","241,984","407,250","665,803","605,541","172,250","23,255","3,144",671,403,56,27.9%,6.9%,1000 - 1100,1000 - 1100,68
P1,SB,60,Oct,31,"2,939,153",0,603,"2,380","4,104","7,049","13,007","22,164","42,983","89,258","157,852","296,108","535,880","786,522","702,891","235,897","34,876","5,376","1,154","1,049",60,33.4%,9.5%,1300 - 1400,0400 - 0500,69
P1,NB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1,SB,60,Nov,29,"2,678,662",0,350,"2,537","5,535","10,425","18,645","30,729","49,079","82,279","136,985","259,131","474,499","704,258","642,327","221,565","33,337","5,032",978,971,60,33.8%,9.8%,1100 - 1200,0400 - 0500,69
P1,NB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1,SB,60,Dec,31,"2,808,706",14,"1,016","3,460","6,402","10,377","17,219","28,229","50,903","96,828","156,851","280,118","510,937","761,316","643,107","205,673","30,270","4,376",987,623,60,31.5%,8.6%,1100 - 1200,0400 - 0500,69
P11,NB,60,Oct,31,"79,867",1,2,0,2,1,6,15,20,67,365,"1,068","5,074","25,978","34,797","9,289","2,336",606,186,54,66,59.2%,15.6%,1600 - 1700,1600 - 1700,70
P11,SB,60,Oct,31,"80,580",1,3,2,2,4,4,5,16,34,138,809,"5,709","32,476","32,092","7,311","1,491",349,103,31,65,51.3%,11.5%,1500 - 1600,1500 - 1600,69
P11,NB,60,Nov,29,"60,675",1,0,0,2,0,0,2,15,77,238,868,"4,357","20,578","26,142","6,497","1,423",348,95,32,66,56.9%,13.8%,1600 - 1700,1400 - 1500,70
P11,SB,60,Nov,29,"59,802",0,2,0,1,1,2,3,11,37,116,536,"3,870","23,976","24,172","5,567","1,128",272,77,31,65,52.3%,11.8%,1100 - 1200,1100 - 1200,70
P11,NB,60,Dec,29,"56,618",1,0,1,1,18,73,107,212,303,629,"1,505","5,128","19,344","23,092","4,645","1,160",311,65,23,65,51.7%,11.0%,1500 - 1600,1400 - 1500,69
P11,SB,60,Dec,29,"55,048",2,0,0,1,5,14,44,147,287,608,"1,459","4,873","21,400","21,066","3,888",949,230,59,16,64,47.6%,9.3%,1100 - 1200,1100 - 1200,69
P13,NB,60,Oct,31,"81,287",0,1,12,41,54,33,74,162,636,"3,096","9,970","23,313","32,805","9,749","1,066",185,65,15,10,60,13.6%,1.6%,0700 - 0800,0600 - 0700,65
P13,SB,60,Oct,31,"82,800",0,0,9,32,92,66,173,428,"1,693","5,868","16,187","29,457","24,752","3,648",285,71,22,6,11,57,4.9%,0.5%,1200 - 1300,1600 - 1700,63
P13,NB,60,Nov,29,"71,368",0,0,8,28,21,17,27,134,547,"2,601","8,611","20,460","29,063","8,733",872,168,57,13,8,60,13.8%,1.6%,0700 - 0800,0600 - 0700,65
