Site Code,Direction,Posted Speed,Month,Days of Data,Observed Vehicles, 0 to 5 MPH Vehicle Count,5 to 10 MPH Vehicle Count,10 to 15 MPH Vehicle Count,15 to 20 MPH Vehicle Count,20 to 25 MPH Vehicle Count,25 to 30 MPH Vehicle Count,30 to 35 MPH Vehicle Count,35 to 40 MPH Vehicle Count,40 to 45 MPH Vehicle Count,45 to 50 MPH Vehicle Count,50 to 55 MPH Vehicle Count,55 to 60 MPH Vehicle Count,60 to 65 MPH Vehicle Count,65 to 70 MPH Vehicle Count,70 to 75 MPH Vehicle Count,75 to 80 MPH Vehicle Count,80 to 85 MPH Vehicle Count,85 to 90 MPH Vehicle Count,90 to 95 MPH Vehicle Count,Average Speed,Percent >= 5 MPH Over Limit,Percent >= 10 MPH Over Limit,>=5 MPH Over Limit Peak Hour,>=10 MPH Over Limit Peak Hour,85th Percentile Speed
D1,NB,60,Dec,22,"1,345,091",331,713,429,236,323,585,"1,777","7,172","23,971","63,310","146,771","279,462","345,975","292,033","132,293","38,627","8,650","1,863",570,62,35.2%,13.5%,1400 - 1500,1400 - 1500,70
D1,SB,60,Dec,15,"821,983",358,"1,818","3,031","5,180","10,141","16,027","19,605","22,858","33,601","59,558","94,822","158,309","210,580","138,833","37,980","7,378","1,393",365,146,57,22.6%,5.7%,1100 - 1200,0900 - 1000,67
D10,EB,50,Oct,30,"612,039",118,170,29,7,5,9,75,399,"2,467","11,257","54,735","157,282","224,220","123,498","28,940","6,335","1,671",582,240,62,88.7%,63.0%,1600 - 1700,1600 - 1700,68
D10,WB,50,Oct,31,"667,719",207,200,29,4,8,27,71,686,"5,378","18,032","80,031","186,634","231,841","116,180","21,942","4,872","1,041",400,136,61,84.3%,56.4%,1600 - 1700,1600 - 1700,67
D10,EB,50,Nov,29,"521,147",91,120,27,3,3,18,75,609,"3,267","14,917","61,928","146,196","178,655","89,005","20,100","4,401","1,181",373,178,61,84.4%,56.4%,1500 - 1600,1500 - 1600,67
D10,WB,50,Nov,29,"547,134",141,148,23,53,99,97,177,851,"5,526","20,868","78,878","161,597","178,276","81,109","14,846","3,348",677,283,137,60,80.5%,50.9%,1400 - 1500,1400 - 1500,66
D10,EB,50,Dec,31,"569,800",86,135,21,3,10,48,196,766,"4,018","16,456","67,636","160,677","195,397","95,701","21,957","4,851","1,247",425,170,61,84.3%,56.1%,1500 - 1600,1500 - 1600,67
D10,WB,50,Dec,31,"605,869",186,154,16,3,4,39,108,777,"5,438","19,579","79,002","174,205","205,824","97,120","17,928","4,103",916,333,134,60,82.6%,53.9%,1500 - 1600,1500 - 1600,67
D12,EB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,WB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,EB,60,Nov,29,"432,569",118,127,16,2,5,11,17,37,176,"1,245","9,043","75,069","126,969","128,137","59,071","27,043","4,186",946,351,65,50.8%,21.2%,1300 - 1400,1300 - 1400,72
D12,WB,60,Nov,29,"448,925",34,44,14,6,3,2,6,21,113,769,"5,752","40,687","124,359","168,328","87,532","15,746","4,164","1,113",232,67,61.7%,24.2%,1500 - 1600,1500 - 1600,72
D12,EB,60,Dec,31,"467,814",81,69,5,2,2,10,14,31,158,"1,196","7,660","66,988","122,363","145,885","78,402","37,115","5,972","1,319",542,66,57.6%,26.4%,1300 - 1400,1300 - 1400,73
D12,WB,60,Dec,31,"481,354",51,49,11,2,3,4,6,17,120,907,"6,378","43,124","131,066","180,160","94,971","18,015","4,854","1,328",288,67,62.2%,24.8%,1500 - 1600,1500 - 1600,72
D13,EB,60,Oct,31,"8,354",0,3,5,3,4,16,62,198,848,"1,986","2,813","1,586",563,179,45,27,10,5,1,52,3.2%,1.1%,1700 - 1800,1700 - 1800,59
D13,WB,60,Oct,31,"751,790",502,688,172,26,25,47,203,"1,625","12,018","62,704","208,293","264,789","150,881","39,112","7,687","1,934",671,272,141,57,6.6%,1.4%,1700 - 1800,1700 - 1800,63
D13,EB,60,Nov,29,"6,421",1,2,2,2,4,19,35,175,785,"1,699","2,160","1,002",348,115,43,16,10,3,0,51,2.9%,1.1%,1400 - 1500,1100 - 1200,58
D13,WB,60,Nov,29,"632,237",399,530,118,56,111,157,356,"1,870","13,411","65,294","187,441","212,505","112,336","29,459","5,815","1,527",542,206,104,56,6.0%,1.3%,0700 - 0800,0700 - 0800,62
D13,EB,60,Dec,31,"7,060",1,0,1,2,5,22,57,231,796,"1,889","2,260","1,195",389,141,42,19,9,1,0,51,3.0%,1.0%,1500 - 1600,1500 - 1600,58
D13,WB,60,Dec,31,"685,307",393,580,99,51,142,142,394,"2,156","14,934","71,518","204,545","229,430","121,486","30,926","6,069","1,556",537,235,114,56,5.8%,1.2%,1500 - 1600,1400 - 1500,62
D14,NB,60,Oct,30,"695,748",128,138,27,12,2,3,9,59,349,"2,866","23,528","115,541","220,993","216,086","81,849","25,559","5,462","2,283",854,65,47.7%,16.7%,0700 - 0800,0700 - 0800,71
D14,SB,60,Oct,30,"718,246",134,193,74,7,20,30,78,247,"1,477","8,967","47,785","150,368","219,433","185,045","73,232","23,752","4,912","1,995",497,64,40.3%,14.5%,1600 - 1700,1500 - 1600,70
D14,NB,60,Nov,29,"605,604",84,119,26,9,14,13,27,98,591,"3,676","25,580","114,051","199,204","168,071","69,184","17,949","4,674","1,525",709,64,43.3%,15.5%,0700 - 0800,0700 - 0800,70
D14,SB,60,Nov,29,"617,955",89,177,55,8,12,52,102,629,"3,342","17,176","63,415","150,433","183,580","136,349","44,198","13,761","2,948","1,266",363,62,32.2%,10.1%,1500 - 1600,1400 - 1500,69
D14,NB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,SB,60,Dec,30,"647,795",111,143,37,31,28,60,230,"1,207","5,302","20,976","70,380","160,433","187,699","137,943","44,757","13,909","2,957","1,180",412,62,31.1%,9.8%,1500 - 1600,1400 - 1500,69
D3,EB,60,Oct,31,"1,360,911",29,"1,536","5,351","11,710","18,786","22,847","20,744","16,970","16,082","19,336","56,892","228,608","456,518","351,320","108,501","20,104","3,924","1,053",600,61,35.7%,9.9%,1300 - 1400,1300 - 1400,69
D3,WB,60,Oct,31,"1,330,728",0,108,214,298,293,279,340,592,"1,212","3,906","21,355","122,883","389,148","460,184","243,172","67,847","13,711","3,300","1,886",66,59.4%,24.8%,1500 - 1600,1600 - 1700,73
D3,EB,60,Nov,28,"1,110,817",13,855,"3,434","8,843","14,799","15,201","13,100","11,508","10,815","18,277","65,853","214,169","361,652","267,759","83,622","16,249","3,146",915,607,61,33.5%,9.4%,1300 - 1400,1300 - 1400,69
D3,WB,60,Nov,28,"1,102,729",4,130,178,265,225,438,539,732,"1,366","4,209","22,350","114,602","332,417","373,819","186,822","50,543","10,180","2,504","1,406",66,56.7%,22.8%,1300 - 1400,1300 - 1400,72
D3,EB,60,Dec,29,"1,171,760",50,"1,839","6,186","12,033","17,680","19,650","17,260","13,583","11,769","17,897","62,503","218,768","381,391","283,248","86,760","16,568","3,172",793,610,60,33.4%,9.2%,1200 - 1300,1200 - 1300,69
D3,WB,60,Dec,29,"1,173,753",0,0,3,2,17,38,65,217,518,"2,908","19,936","114,677","351,102","407,168","206,937","55,273","10,822","2,680","1,390",66,58.3%,23.6%,1200 - 1300,1300 - 1400,72
P01,EB,60,Oct,31,"365,656",85,122,81,36,11,6,38,179,908,"5,047","23,182","81,290","162,974","78,049","11,630","1,591",312,90,25,62,25.1%,3.7%,1600 - 1700,1600 - 1700,67
P01,WB,60,Oct,31,"362,466",69,112,60,12,5,30,93,373,"1,525","3,643","12,738","67,762","171,277","90,482","12,366","1,549",271,79,20,63,28.9%,3.9%,1600 - 1700,1500 - 1600,68
P01,EB,60,Nov,29,"284,680",56,92,52,21,9,36,139,346,"1,235","4,848","19,698","66,347","126,980","55,794","7,712","1,039",209,45,22,62,22.8%,3.2%,1500 - 1600,1500 - 1600,67
P01,WB,60,Nov,29,"280,243",47,76,32,16,11,47,212,575,"1,611","3,334","11,203","56,381","133,755","63,486","8,192",988,209,48,20,62,26.0%,3.4%,1400 - 1500,1400 - 1500,67
P01,EB,60,Dec,31,"310,882",66,101,49,22,20,69,312,"1,076","2,860","8,093","26,290","76,658","131,682","55,470","7,009",882,166,41,16,61,20.5%,2.6%,1500 - 1600,1400 - 1500,67
P01,WB,60,Dec,31,"299,857",66,95,48,17,7,45,264,"1,102","3,031","5,846","16,574","66,518","138,222","59,690","7,190",876,193,57,16,62,22.7%,2.8%,1500 - 1600,1400 - 1500,67
P02,EB,65,Oct,31,"10,082",0,0,4,1,10,57,164,139,21,30,89,331,"1,351","3,313","2,902","1,065",396,149,60,69,45.3%,16.6%,1600 - 1700,1600 - 1700,76
P02,WB,65,Oct,31,"10,307",0,1,1,1,0,16,94,191,133,79,159,628,"2,303","4,001","2,005",482,155,40,18,66,26.2%,6.7%,1500 - 1600,1500 - 1600,73
P02,EB,65,Nov,29,"6,207",0,0,1,5,8,29,101,109,98,140,213,396,883,"1,848","1,541",558,193,61,23,66,38.3%,13.5%,1200 - 1300,1200 - 1300,75
P02,WB,65,Nov,29,"6,243",0,0,2,2,8,12,63,132,134,159,259,455,"1,314","2,235","1,081",269,86,22,10,65,23.5%,6.2%,1300 - 1400,1300 - 1400,72
P02,EB,65,Dec,31,"5,627",0,0,3,13,10,31,111,122,106,182,291,503,966,"1,547","1,141",411,141,36,13,64,31.0%,10.7%,1300 - 1400,1100 - 1200,74
P02,WB,65,Dec,31,"5,441",0,0,1,3,7,22,77,122,159,214,320,569,"1,287","1,639",742,201,53,16,9,63,18.8%,5.1%,1400 - 1500,1400 - 1500,71
P03,NB,55,Oct,31,"209,108",0,1,2,6,10,23,84,189,617,"2,500","12,921","62,964","80,503","35,935","9,983","2,425",621,144,180,62,62.1%,23.6%,1600 - 1700,1600 - 1700,67
P03,SB,55,Oct,31,"208,035",0,0,1,10,24,48,153,251,851,"3,150","13,140","60,802","79,287","36,876","10,127","2,325",632,198,160,62,62.3%,24.2%,1500 - 1600,1600 - 1700,68
P03,NB,55,Nov,30,"179,160",0,0,0,3,7,31,85,206,652,"2,528","12,280","55,960","68,199","28,857","7,760","1,836",482,139,135,61,60.0%,21.9%,1600 - 1700,1600 - 1700,67
P03,SB,55,Nov,29,"171,034",0,0,1,7,7,31,80,219,693,"2,750","11,837","52,166","64,072","28,893","7,714","1,824",483,145,112,62,60.4%,22.9%,1500 - 1600,1500 - 1600,67
P03,NB,55,Dec,30,"169,115",0,0,2,12,31,94,337,769,"1,679","4,301","15,165","55,216","60,118","23,574","5,973","1,328",320,85,111,60,54.1%,18.6%,1500 - 1600,1500 - 1600,66
P03,SB,55,Dec,28,"154,144",0,0,1,18,13,56,266,629,"1,717","4,082","14,510","50,105","53,598","21,831","5,558","1,257",319,96,88,60,53.7%,18.9%,1500 - 1600,1500 - 1600,66
P04,NB,70,Oct,27,"488,938",0,0,0,0,5,4,6,10,41,265,"2,125","17,650","70,639","120,451","185,133","80,609","10,055","1,385",560,70,18.9%,2.5%,1700 - 1800,1700 - 1800,76
P04,SB,70,Oct,27,"515,963",0,0,0,0,1,1,7,9,57,318,"2,122","16,255","66,204","113,858","193,114","106,938","14,906","1,750",423,71,24.0%,3.3%,1600 - 1700,1600 - 1700,77
P04,NB,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04,SB,70,Nov,29,"510,602",0,0,0,0,1,3,8,26,64,351,"2,994","19,817","70,528","118,285","186,195","97,612","12,914","1,415",389,71,22.0%,2.9%,0800 - 0900,1300 - 1400,77
P04,NB,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04,SB,70,Dec,30,"518,872",0,50,216,194,145,99,72,183,510,"1,323","4,971","23,891","76,429","123,858","183,950","90,142","11,255","1,283",301,70,19.8%,2.5%,1400 - 1500,1500 - 1600,76
P05,EB,60,Oct,27,"27,252",0,0,1,0,5,13,30,51,96,248,"1,185","4,660","11,798","7,376","1,333",317,89,24,26,63,33.6%,6.6%,1500 - 1600,1100 - 1200,68
P05,WB,60,Oct,31,"31,019",0,0,0,10,19,31,53,59,143,717,"2,992","7,560","12,257","6,232",788,118,30,5,5,61,23.1%,3.0%,1700 - 1800,1700 - 1800,67
P05,EB,60,Nov,7,"5,345",0,0,0,1,0,1,4,10,16,67,261,873,"2,242","1,496",283,67,16,5,3,63,35.0%,7.0%,1100 - 1200,1500 - 1600,69
P05,WB,60,Nov,30,"24,115",0,0,1,2,12,27,26,30,110,578,"2,179","5,297","9,768","5,286",682,86,23,7,1,61,25.2%,3.3%,1200 - 1300,1200 - 1300,67
P05,EB,60,Dec,30,"21,447",0,0,0,3,5,11,41,73,99,318,"1,129","3,943","8,993","5,553",972,229,55,14,9,63,31.9%,6.0%,1300 - 1400,1400 - 1500,68
P05,WB,60,Dec,30,"21,010",0,0,0,3,12,27,41,59,142,643,"2,033","4,740","8,262","4,392",549,84,21,2,0,61,24.0%,3.1%,1400 - 1500,1200 - 1300,67
P06,EB,60,Oct,31,"635,825",0,2,0,2,3,11,35,121,557,"4,021","29,613","128,734","216,519","170,231","66,307","15,094","3,194",893,488,64,40.3%,13.5%,1600 - 1700,1600 - 1700,70
P06,WB,60,Oct,31,"668,582",0,1,1,2,0,8,19,45,183,825,"7,548","53,482","176,991","212,178","144,889","56,570","12,547","2,343",950,68,64.2%,32.5%,1500 - 1600,1600 - 1700,74
P06,EB,60,Nov,29,"538,865",0,4,10,16,15,25,73,186,"1,042","6,425","34,655","118,089","179,881","133,322","49,544","11,798","2,687",707,386,63,36.8%,12.1%,1500 - 1600,1400 - 1500,69
P06,WB,60,Nov,30,"583,887",0,4,28,118,160,161,143,71,180,"1,018","9,193","55,722","161,296","183,088","117,643","43,143","9,383","1,833",703,67,60.9%,29.6%,1500 - 1600,1500 - 1600,74
P06,EB,60,Dec,30,"564,808",0,2,1,4,3,6,50,374,"1,674","9,154","42,158","128,461","186,702","133,973","47,962","10,972","2,335",604,373,63,34.7%,11.0%,1500 - 1600,1500 - 1600,69
P06,WB,60,Dec,30,"593,967",0,0,2,0,3,3,11,23,119,897,"7,865","51,848","159,443","186,831","124,347","48,818","10,824","2,100",833,67,62.9%,31.5%,1500 - 1600,1500 - 1600,74
P07,EB,55,Oct,31,"102,726",1,3,2,13,45,47,74,310,"1,917","9,567","26,064","39,997","19,292","4,380",789,164,37,16,8,56,24.0%,5.3%,1600 - 1700,1700 - 1800,62
P07,WB,55,Oct,31,"110,918",5,7,5,7,26,47,116,671,"4,548","19,551","38,271","35,831","9,815","1,573",320,84,32,7,2,54,10.7%,1.8%,1600 - 1700,1500 - 1600,59
P07,EB,55,Nov,29,"84,734",1,1,1,11,61,18,38,183,"1,409","7,032","21,381","33,725","16,266","3,610",780,159,36,13,9,57,24.6%,5.4%,1200 - 1300,1200 - 1300,62
P07,WB,55,Nov,29,"93,193",8,2,1,5,39,37,78,478,"3,378","14,280","32,693","31,788","8,577","1,427",294,81,15,9,3,54,11.2%,2.0%,1300 - 1400,1400 - 1500,59
P07,EB,55,Dec,30,"84,589",2,0,6,23,75,64,70,264,"1,433","6,910","21,113","33,612","16,479","3,537",760,178,34,14,15,57,24.8%,5.4%,1200 - 1300,1300 - 1400,62
P07,WB,55,Dec,30,"92,356",0,1,2,4,44,79,84,380,"2,586","10,969","29,771","34,784","11,093","1,976",393,134,29,19,8,55,14.8%,2.8%,1400 - 1500,1400 - 1500,60
P08,EB,70,Oct,31,"434,183",0,0,0,1,1,1,7,11,22,57,379,"4,212","44,630","66,104","164,053","126,980","22,615","3,919","1,191",73,35.6%,6.4%,1700 - 1800,1600 - 1700,78
P08,WB,70,Oct,31,"434,584",0,0,0,1,2,1,4,9,15,73,434,"4,280","34,201","68,686","171,848","126,407","23,858","3,861",904,73,35.7%,6.6%,1500 - 1600,1500 - 1600,78
P08,EB,70,Nov,30,"358,375",0,0,0,0,0,2,6,11,31,85,377,"3,652","35,294","55,488","141,362","101,188","16,947","2,937",995,73,34.1%,5.8%,1600 - 1700,1500 - 1600,78
P08,WB,70,Nov,29,"349,072",0,0,0,0,2,3,8,25,47,97,626,"5,176","36,912","56,721","136,427","92,822","16,738","2,763",705,72,32.4%,5.8%,1500 - 1600,1200 - 1300,78
P08,EB,70,Dec,29,"327,714",0,0,0,5,7,44,114,347,605,831,"1,339","5,405","35,383","57,512","127,661","82,628","12,980","2,086",767,72,30.0%,4.8%,1500 - 1600,1500 - 1600,78
P08,WB,70,Dec,29,"332,182",0,0,0,0,2,5,27,126,337,696,"1,981","8,992","42,167","59,887","125,512","77,094","12,866","2,022",468,71,27.8%,4.6%,1400 - 1500,1400 - 1500,78
P09,EB,70,Oct,27,"293,916",0,0,0,18,33,33,46,68,84,164,670,"4,412","25,976","42,910","79,057","94,151","33,431","9,067","3,796",74,47.8%,15.8%,1600 - 1700,0500 - 0600,80
P09,WB,70,Oct,31,"331,091",0,0,0,8,24,90,159,790,"2,767","6,649","14,004","17,174","27,395","38,063","95,278","95,753","27,157","4,572","1,208",71,38.9%,9.9%,1600 - 1700,1600 - 1700,79
P09,EB,70,Nov,20,"183,795",0,0,1,2,0,2,3,10,34,161,570,"3,344","19,430","28,027","52,575","56,150","17,683","4,314","1,489",73,43.3%,12.8%,1500 - 1600,1500 - 1600,80
P09,WB,70,Nov,28,"253,798",0,0,1,3,11,45,122,591,"2,132","5,443","11,908","14,038","21,483","29,423","73,956","72,000","18,961","2,978",703,71,37.3%,8.9%,1600 - 1700,1600 - 1700,79
P09,EB,70,Dec,29,"258,432",0,0,0,2,3,12,28,106,256,715,"1,810","6,797","29,805","40,915","72,813","74,468","23,247","5,642","1,813",73,40.7%,11.9%,1400 - 1500,1400 - 1500,79
P09,WB,70,Dec,30,"258,886",0,0,1,0,22,99,247,901,"2,966","6,805","13,233","15,388","23,612","32,654","74,638","68,240","16,994","2,480",606,70,34.1%,7.8%,1600 - 1700,1400 - 1500,79
P10,EB,70,Oct,31,"168,830",0,0,0,2,1,2,1,5,15,32,118,"1,219","17,936","26,714","45,962","56,678","15,308","3,533","1,304",74,45.5%,11.9%,1500 - 1600,1500 - 1600,79
P10,WB,70,Oct,31,"170,623",0,0,0,2,0,1,3,6,14,44,203,"1,652","18,487","25,573","42,870","56,519","19,502","4,408","1,339",74,47.9%,14.8%,1300 - 1400,1300 - 1400,80
P10,EB,70,Nov,29,"127,214",0,0,0,0,1,1,5,13,23,61,188,"1,186","14,854","21,914","34,984","41,075","10,123","2,007",779,73,42.4%,10.1%,1400 - 1500,1500 - 1600,79
P10,WB,70,Nov,29,"130,827",0,0,0,1,0,0,11,19,25,80,267,"1,645","16,022","20,892","33,007","41,817","13,328","2,829",884,73,45.0%,13.0%,1200 - 1300,1200 - 1300,80
P10,EB,70,Dec,30,"123,196",0,0,0,0,2,4,34,35,72,213,570,"2,016","15,187","22,235","33,937","37,363","9,049","1,843",636,73,39.7%,9.4%,1400 - 1500,1400 - 1500,79
P10,WB,70,Dec,17,"71,514",0,0,0,0,0,6,29,44,82,206,412,"1,282","8,520","10,863","18,788","22,543","6,839","1,464",436,73,43.7%,12.2%,1300 - 1400,1300 - 1400,79
P1,NB,60,Oct,31,"2,489,234",20,779,"1,893","4,347","11,342","29,269","64,277","98,246","111,099","123,244","184,895","347,349","603,508","625,377","238,484","38,278","5,142","1,102",583,59,36.5%,11.4%,1200 - 1300,1200 - 1300,69
P1,SB,60,Oct,31,"2,587,173",18,"1,336","3,147","4,388","5,779","7,661","11,365","18,954","35,105","76,408","193,659","447,232","730,587","710,752","282,370","48,678","7,523","1,473",738,62,40.6%,13.2%,1600 - 1700,0500 - 0600,70
P1,NB,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1,SB,60,Nov,28,"2,119,981",1,73,251,529,"1,050","2,095","4,462","10,541","27,705","69,758","179,106","384,088","606,301","569,412","219,248","37,818","5,839","1,149",555,63,39.3%,12.5%,1300 - 1400,0500 - 0600,69
P1,NB,60,Dec,30,"2,207,817",55,"1,210","2,730","5,198","13,072","35,125","73,359","96,245","99,630","107,919","156,915","291,310","513,547","547,802","218,877","37,862","5,359","1,061",541,59,36.8%,11.9%,1200 - 1300,1200 - 1300,69
P1,SB,60,Dec,29,"2,230,092",10,312,788,"1,168","2,417","4,369","7,548","12,458","25,908","65,722","176,942","388,769","632,107","614,922","246,083","42,296","6,434","1,189",650,63,40.9%,13.3%,0500 - 0600,0500 - 0600,70
P11,NB,60,Oct,30,"73,879",0,1,1,1,1,3,3,37,171,422,"1,200","5,370","22,282","30,657","10,283","2,476",669,226,76,66,60.1%,18.6%,1600 - 1700,1600 - 1700,71
P11,SB,60,Oct,31,"80,449",1,1,2,1,3,3,6,8,44,180,826,"5,901","28,944","32,983","9,009","1,917",455,119,46,66,55.4%,14.4%,1100 - 1200,1400 - 1500,70
P11,NB,60,Nov,28,"55,275",0,10,6,5,2,3,9,34,108,378,"1,228","4,665","17,748","22,691","6,220","1,626",389,109,44,66,56.2%,15.2%,1500 - 1600,1300 - 1400,70
P11,SB,60,Nov,28,"55,328",0,1,1,1,3,3,15,32,52,184,860,"4,298","20,336","22,273","5,603","1,253",292,92,29,65,53.4%,13.1%,1200 - 1300,1200 - 1300,70
P11,NB,60,Dec,31,"60,226",0,4,1,0,6,30,116,214,458,868,"2,026","6,214","20,106","22,449","5,865","1,416",330,93,30,65,50.1%,12.8%,1500 - 1600,1500 - 1600,70
P11,SB,60,Dec,31,"57,938",3,5,0,4,11,20,81,205,480,861,"2,014","5,725","21,483","21,035","4,753",969,220,47,22,64,46.7%,10.4%,1200 - 1300,1200 - 1300,69
P13,NB,60,Oct,31,"70,330",0,0,5,44,31,22,41,126,533,"2,471","8,079","19,129","28,754","9,622","1,155",216,65,17,20,60,15.8%,2.1%,0700 - 0800,0600 - 0700,65
P13,SB,60,Oct,31,"72,076",0,0,0,31,55,57,84,263,"1,119","4,380","13,059","24,822","23,452","4,233",390,96,21,7,7,58,6.6%,0.7%,1600 - 1700,1600 - 1700,64
P13,NB,60,Nov,28,"55,206",0,5,24,29,33,46,118,264,787,"2,634","7,142","14,973","21,300","6,881",772,134,36,19,9,59,14.2%,1.8%,1400 - 1500,1300 - 1400,65
P13,SB,60,Nov,28,"56,250",0,0,2,33,57,45,156,440,"1,241","4,134","11,117","19,142","16,772","2,766",258,55,18,5,9,57,5.5%,0.6%,1200 - 1300,1300 - 1400,63
P13,NB,60,Dec,30,"56,952",0,1,8,12,9,29,126,421,"1,168","3,113","7,825","15,556","21,224","6,540",723,135,39,14,9,59,13.1%,1.6%,1400 - 1500,1400 - 1500,65
P13,SB,60,Dec,30,"58,442",0,0,3,27,57,74,223,653,"1,808","5,042","11,815","19,859","16,067","2,526",208,55,12,7,6,57,4.8%,0.5%,1300 - 1400,1300 - 1400,63
P14,NB,60,Oct,31,"57,710",0,0,0,4,7,16,11,48,73,229,874,"4,400","26,657","21,605","3,117",506,104,41,18,64,44.0%,6.6%,1600 - 1700,1600 - 1700,69
P14,SB,60,Oct,31,"58,323",0,0,0,16,30,25,31,68,183,657,"2,713","12,547","32,885","8,323",690,109,21,11,14,62,15.7%,1.4%,1600 - 1700,1400 - 1500,65
P14,NB,60,Nov,30,"48,426",0,0,0,5,24,22,71,147,211,454,"1,315","5,010","22,623","15,999","2,093",347,79,19,7,64,38.3%,5.3%,1400 - 1500,1400 - 1500,68
